LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Thom	Dominik	662	Thom 2019	Abies balsamea	32	Abies balsamea	6424789	63282608			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Abies balsamea	32	Abies balsamea	6424792	63282614			113	Reference / source	Source	Kattge et al. (2011)											unpub.			
Thom	Dominik	662	Thom 2019	Acer rubrum	859	Acer rubrum	6424908	63282849			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Acer rubrum	859	Acer rubrum	6424925	63282883			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Acer rubrum	859	Acer rubrum	6424926	63282885			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Acer rubrum	859	Acer rubrum	6424929	63282891			113	Reference / source	Source	Kattge et al. (2011)											unpub.			
Thom	Dominik	662	Thom 2019	Picea mariana	41927	Picea mariana	6425682	63284414			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Picea mariana	41927	Picea mariana	6425699	63284448			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Picea mariana	41927	Picea mariana	6425700	63284450			113	Reference / source	Source	Niinemets and Valladares (2006)											unpub.			
Thom	Dominik	662	Thom 2019	Picea mariana	41927	Picea mariana	6425703	63284456			113	Reference / source	Source	Kattge et al. (2011)											unpub.			
