LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Niinemets	Ülo	49	Tree Tolerance Database	Abies balsamea	32	Abies balsamea	14338	426776	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade tolerance 	5.01			0.09	Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) Light range: 1, .50%; 2, 25–50%; 3, 10–25%; 4, 5–10%; 5, 2–5%.		
Niinemets	Ülo	49	Tree Tolerance Database	Abies balsamea	32	Abies balsamea	14338	426777	30	Species tolerance to drought	34	Tolerance to drought	Drought tolerance 	1				Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance): 1, >600 mm precipitation with little variation during growing season, P:PET ratio of .3.0, few days of drought, and greater than  0.3 Mpa soil water potential; 2, 500–600 mm precipitation, variation of precipitation distribution during growing season characterized by coefficient of variation ,10%, P:PET ratio of 1.5:3 , few weeks of drought, and from  0.3 to  0.8 Mpa soil water potential; 3, 400–500 mm precipitation with a growing season coefficient of variation of 10–15%, P:PET ratio of 0.8:1.5, up to one month of drought, and from  0.8 to  1.5 Mpa soil water potential; 4, 300–400 mm precipitation with a growing season coefficient of variation of 20–25%, P:PET ratio of 0.5:0.8, two to three months of drought, and from  1.5 to  3 Mpa soil water potential; 5, ,300 mm precipitation with a growing season coefficient of variation >25%, P:PET ratio of ,0.5, more than three months of drought, and less than  3 Mpa soil water potential.		
Niinemets	Ülo	49	Tree Tolerance Database	Abies balsamea	32	Abies balsamea	14338	426778	61	Species tolerance to waterlogging	209	Tolerance to waterlogging	Waterlogging tolerance 	2				Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) according to Whitlow and Harris (1979): 5, very tolerant (survives deep, prolonged waterlogging for more than one year); 4, tolerant (survives deep waterlogging for one growing season); 3, moderately tolerant (survives waterlogging or saturated soils for 30 consecutive days during the growing season); 2, intolerant (tolerates one to two weeks of waterlogging during the growing season); 1, very intolerant (does not tolerate water-saturated soils for more than a few days during the growing season).		
Niinemets	Ülo	49	Tree Tolerance Database	Acer rubrum	859	Acer rubrum	14371	427007	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade tolerance 	3.44			0.23	Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) Light range: 1, .50%; 2, 25–50%; 3, 10–25%; 4, 5–10%; 5, 2–5%.		
Niinemets	Ülo	49	Tree Tolerance Database	Acer rubrum	859	Acer rubrum	14371	427008	30	Species tolerance to drought	34	Tolerance to drought	Drought tolerance 	1.84			0.16	Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance): 1, >600 mm precipitation with little variation during growing season, P:PET ratio of .3.0, few days of drought, and greater than  0.3 Mpa soil water potential; 2, 500–600 mm precipitation, variation of precipitation distribution during growing season characterized by coefficient of variation ,10%, P:PET ratio of 1.5:3 , few weeks of drought, and from  0.3 to  0.8 Mpa soil water potential; 3, 400–500 mm precipitation with a growing season coefficient of variation of 10–15%, P:PET ratio of 0.8:1.5, up to one month of drought, and from  0.8 to  1.5 Mpa soil water potential; 4, 300–400 mm precipitation with a growing season coefficient of variation of 20–25%, P:PET ratio of 0.5:0.8, two to three months of drought, and from  1.5 to  3 Mpa soil water potential; 5, ,300 mm precipitation with a growing season coefficient of variation >25%, P:PET ratio of ,0.5, more than three months of drought, and less than  3 Mpa soil water potential.		
Niinemets	Ülo	49	Tree Tolerance Database	Acer rubrum	859	Acer rubrum	14371	427009	61	Species tolerance to waterlogging	209	Tolerance to waterlogging	Waterlogging tolerance 	3.08			0.28	Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) according to Whitlow and Harris (1979): 5, very tolerant (survives deep, prolonged waterlogging for more than one year); 4, tolerant (survives deep waterlogging for one growing season); 3, moderately tolerant (survives waterlogging or saturated soils for 30 consecutive days during the growing season); 2, intolerant (tolerates one to two weeks of waterlogging during the growing season); 1, very intolerant (does not tolerate water-saturated soils for more than a few days during the growing season).		
Niinemets	Ülo	49	Tree Tolerance Database	Picea mariana	41927	Picea mariana	14739	429583	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade tolerance 	4.08			0.18	Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) Light range: 1, .50%; 2, 25–50%; 3, 10–25%; 4, 5–10%; 5, 2–5%.		
Niinemets	Ülo	49	Tree Tolerance Database	Picea mariana	41927	Picea mariana	14739	429584	30	Species tolerance to drought	34	Tolerance to drought	Drought tolerance 	2				Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance): 1, >600 mm precipitation with little variation during growing season, P:PET ratio of .3.0, few days of drought, and greater than  0.3 Mpa soil water potential; 2, 500–600 mm precipitation, variation of precipitation distribution during growing season characterized by coefficient of variation ,10%, P:PET ratio of 1.5:3 , few weeks of drought, and from  0.3 to  0.8 Mpa soil water potential; 3, 400–500 mm precipitation with a growing season coefficient of variation of 10–15%, P:PET ratio of 0.8:1.5, up to one month of drought, and from  0.8 to  1.5 Mpa soil water potential; 4, 300–400 mm precipitation with a growing season coefficient of variation of 20–25%, P:PET ratio of 0.5:0.8, two to three months of drought, and from  1.5 to  3 Mpa soil water potential; 5, ,300 mm precipitation with a growing season coefficient of variation >25%, P:PET ratio of ,0.5, more than three months of drought, and less than  3 Mpa soil water potential.		
Niinemets	Ülo	49	Tree Tolerance Database	Picea mariana	41927	Picea mariana	14739	429585	61	Species tolerance to waterlogging	209	Tolerance to waterlogging	Waterlogging tolerance 	2				Standard Error							Niinemets, U. and F. Valladares. 2006. Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs. Ecological Monographs 76:521-547.	species aggregated ranking, tolerance scale range from 0 (no tolerance) to 5 (maximal tolerance) according to Whitlow and Harris (1979): 5, very tolerant (survives deep, prolonged waterlogging for more than one year); 4, tolerant (survives deep waterlogging for one growing season); 3, moderately tolerant (survives waterlogging or saturated soils for 30 consecutive days during the growing season); 2, intolerant (tolerates one to two weeks of waterlogging during the growing season); 1, very intolerant (does not tolerate water-saturated soils for more than a few days during the growing season).		
Niinemets	Ülo	87	Global Leaf Robustness and Physiology Database	Acer rubrum	859	Acer rubrum	221948	2337413	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Successional position/shade tolerance	late-successional		Single									Niinemets, U. 2001. Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs. Ecology 82:453-469.			
Niinemets	Ülo	87	Global Leaf Robustness and Physiology Database	Acer rubrum	859	Acer rubrum	221949	2337442	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Successional position/shade tolerance	late-successional		Single									Niinemets, U. 2001. Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs. Ecology 82:453-469.			
Chapin III	F Stuart	73	Tundra Plant Traits Database	Picea mariana	41927	Picea mariana	925363	5288960	318	Species tolerance to fire	790	Fire regeneration category	fire_surv	0											unpub.	0,1,2,3 (capacity to survive fire: 0=always killed by fire; 3=usually resprout after fire)		
Green	Walton	92	PLANTSdata USDA	Abies balsamea (L.) Mill.	32	Abies balsamea	941294	5620392	318	Species tolerance to fire	1288	Fire resistance	Fire Resistant	No											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Abies balsamea (L.) Mill.	32	Abies balsamea	941294	5620415	61	Species tolerance to waterlogging	1309	Anaerobic Tolerance	Anaerobic Tolerance	None											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Abies balsamea (L.) Mill.	32	Abies balsamea	941294	5620418	30	Species tolerance to drought	34	Tolerance to drought	Drought Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Abies balsamea (L.) Mill.	32	Abies balsamea	941294	5620420	318	Species tolerance to fire	1313	Fire Tolerance	Fire Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Abies balsamea (L.) Mill.	32	Abies balsamea	941294	5620432	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade Tolerance	Tolerant											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Acer rubrum L.	859	Acer rubrum	941322	5622715	318	Species tolerance to fire	1288	Fire resistance	Fire Resistant	No											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Acer rubrum L.	859	Acer rubrum	941322	5622738	61	Species tolerance to waterlogging	1309	Anaerobic Tolerance	Anaerobic Tolerance	Medium											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Acer rubrum L.	859	Acer rubrum	941322	5622741	30	Species tolerance to drought	34	Tolerance to drought	Drought Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Acer rubrum L.	859	Acer rubrum	941322	5622743	318	Species tolerance to fire	1313	Fire Tolerance	Fire Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Acer rubrum L.	859	Acer rubrum	941322	5622755	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade Tolerance	Tolerant											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Picea mariana (Mill.) Britton, Sterns & Poggenb.	41927	Picea mariana	942777	5741478	318	Species tolerance to fire	1288	Fire resistance	Fire Resistant	No											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Picea mariana (Mill.) Britton, Sterns & Poggenb.	41927	Picea mariana	942777	5741501	61	Species tolerance to waterlogging	1309	Anaerobic Tolerance	Anaerobic Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Picea mariana (Mill.) Britton, Sterns & Poggenb.	41927	Picea mariana	942777	5741504	30	Species tolerance to drought	34	Tolerance to drought	Drought Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Picea mariana (Mill.) Britton, Sterns & Poggenb.	41927	Picea mariana	942777	5741506	318	Species tolerance to fire	1313	Fire Tolerance	Fire Tolerance	None											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Picea mariana (Mill.) Britton, Sterns & Poggenb.	41927	Picea mariana	942777	5741518	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade Tolerance	Tolerant											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Pinus nigra Arnold	41927	Picea mariana	942804	5743700	318	Species tolerance to fire	1288	Fire resistance	Fire Resistant	No											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Pinus nigra Arnold	41927	Picea mariana	942804	5743723	61	Species tolerance to waterlogging	1309	Anaerobic Tolerance	Anaerobic Tolerance	None											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Pinus nigra Arnold	41927	Picea mariana	942804	5743726	30	Species tolerance to drought	34	Tolerance to drought	Drought Tolerance	Medium											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Pinus nigra Arnold	41927	Picea mariana	942804	5743728	318	Species tolerance to fire	1313	Fire Tolerance	Fire Tolerance	Low											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
Green	Walton	92	PLANTSdata USDA	Pinus nigra Arnold	41927	Picea mariana	942804	5743740	603	Species tolerance to shade	208	Tolerance to shade (shade tolerance)	Shade Tolerance	Intolerant											Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.			
He	Tianhua	238	Fire Related Traits in Proteaceae and Pinaceae	Picea mariana	41927	Picea mariana	1673536	11581792	318	Species tolerance to fire	1288	Fire resistance	Fire regime	Crown fire											He, T., Pausas, J.P., Belcher, C.M., Schwilk, D. W. & Lamont, B. B. (2012) Fire-adapted traits of Pinus arose in the fiery Cretaceous. New Phytologist 194, 751—759. doi: 10.1111/j.1469-8137.2012.04079.x.			
He	Tianhua	238	Fire Related Traits in Proteaceae and Pinaceae	Abies balsamea	32	Abies balsamea	1673571	11582002	318	Species tolerance to fire	1288	Fire resistance	Fire regime	No											He, T., Pausas, J.P., Belcher, C.M., Schwilk, D. W. & Lamont, B. B. (2012) Fire-adapted traits of Pinus arose in the fiery Cretaceous. New Phytologist 194, 751—759. doi: 10.1111/j.1469-8137.2012.04079.x.			
Wirth	Christian	68	The Functional Ecology of Trees (FET) Database  - Jena	Picea mariana	41927	Picea mariana	1840335	14947672	61	Species tolerance to waterlogging	209	Tolerance to waterlogging	TraitWaterloggingTolerance	2											Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.	x		
Wirth	Christian	68	The Functional Ecology of Trees (FET) Database  - Jena	Abies balsamea	32	Abies balsamea	1840757	14948938	61	Species tolerance to waterlogging	209	Tolerance to waterlogging	TraitWaterloggingTolerance	2											Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.	x		
Wirth	Christian	68	The Functional Ecology of Trees (FET) Database  - Jena	Picea mariana	41927	Picea mariana	1841125	14950039	30	Species tolerance to drought	34	Tolerance to drought	TraitDroughtTolerance	2											Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.	x		
