Year,Month,Tmax,Tmin,SumOfPrecipitations
2017,3,12.974755859375023,-27.972845458984352,63.27974319458008
2017,4,20.843835449218773,-14.091711425781227,53.344818115234375
2017,5,28.470269775390648,-4.716558837890602,61.79835891723633
2017,6,30.937646484375023,1.3336425781250227,74.8829116821289
2017,7,31.743341064453148,5.297937011718773,71.00081634521484
2017,8,29.103509521484398,4.116876220703148,94.64087677001953
2017,9,28.000299072265648,-2.0019897460937273,91.86238861083984
2017,10,23.154016113281273,-7.293829345703102,83.51197052001953
2017,11,12.445245361328148,-17.935461425781227,99.2109146118164
2017,12,4.292352294921898,-29.748999023437477,79.94261932373047
2018,1,1.2558227539062727,-35.54588928222654,77.14131164550781
2018,2,4.132135009765648,-32.3155578613281,57.125091552734375
2018,3,10.943750000000023,-28.995199584960915,77.64867401123047
2018,4,19.972528076171898,-16.565191650390602,70.261962890625
2018,5,27.933160400390648,-5.418493652343727,67.10469818115234
2018,6,30.362390136718773,1.3794189453125227,82.53279113769531
2018,7,31.219934082031273,4.803521728515648,70.19715118408203
2018,8,29.881738281250023,3.7354064941406477,68.85186767578125
2018,9,26.543054199218773,-1.2009033203124773,102.71792602539062
2018,10,21.031488037109398,-6.851293945312477,104.27059173583984
2018,11,13.014428710937523,-17.615026855468727,91.88275909423828
2018,12,4.469354248046898,-27.762274169921852,72.10584259033203
2019,1,1.7334228515625227,-32.76264038085935,71.46623992919922
2019,2,5.429162597656273,-31.761663818359352,57.1556396484375
2019,3,11.920343017578148,-28.613714599609352,58.65375900268555
2019,4,22.397180175781273,-14.811926269531227,68.44488525390625
2019,5,29.048577880859398,-4.791326904296852,68.4869155883789
2019,6,31.642633056640648,0.9811340332031477,86.55227661132812
2019,7,31.833367919921898,5.232324218750023,75.02159881591797
2019,8,29.697106933593773,3.9612365722656477,100.22185516357422
2019,9,25.911340332031273,-1.6739257812499773,97.1127700805664
2019,10,21.449609375000023,-6.944372558593727,105.63753509521484
2019,11,12.910638427734398,-16.235601806640602,92.1141357421875
2019,12,3.4683776855468977,-29.897009277343727,79.72261810302734
2020,1,2.0614868164062727,-34.51590576171873,73.7715835571289
2020,2,3.6896301269531477,-34.54794921874998,55.182193756103516
2020,3,10.095361328125023,-29.541464233398415,59.13691329956055
2020,4,21.629663085937523,-15.323095703124977,53.27485656738281
2020,5,29.869531250000023,-3.9963439941406023,62.0145149230957
2020,6,29.622338867187523,0.8575378417968977,102.42034912109375
2020,7,31.609063720703148,4.960717773437523,89.04463958740234
2020,8,29.388879394531273,3.1692749023437727,84.87129211425781
2020,9,27.934686279296898,-1.1047729492187273,87.0494384765625
2020,10,20.720239257812523,-5.851843261718727,95.0960693359375
2020,11,11.859307861328148,-16.238653564453102,90.56155395507812
2020,12,4.055841064453148,-26.240942382812477,76.31856536865234
2021,1,1.1062866210937727,-33.94217529296873,77.7287826538086
2021,2,3.2516723632812727,-33.60190429687498,60.4363899230957
2021,3,12.321649169921898,-28.081182861328102,53.417354583740234
2021,4,18.535119628906273,-13.348608398437477,53.98823547363281
2021,5,29.245446777343773,-4.800482177734352,65.39949798583984
2021,6,30.994104003906273,1.3733154296875227,81.05011749267578
2021,7,31.357263183593773,5.981530761718773,71.19031524658203
2021,8,29.208825683593773,3.9139343261718977,85.14720916748047
2021,9,26.684960937500023,-1.0269531249999773,109.10001373291016
2021,10,22.726770019531273,-5.606176757812477,96.85216522216797
2021,11,12.657342529296898,-16.958868408203102,98.68951416015625
2021,12,3.8620544433593977,-29.391928100585915,82.8786392211914
2022,1,1.9973999023437727,-34.65781249999998,93.99102783203125
