Year,Month,Tmax,Tmin,SumOfPrecipitations,PAR_umol/m2/s,CO2_Concentration
1954,8,28.8395935058594,0.8083435058593977,94.06510162353516,859.9808707494095,308.1124267578125
1954,9,24.600000000000023,-3.785406494140602,60.43098831176758,630.9064791283762,311.9380187988281
1954,10,16.100000000000023,-8.389593505859352,101.40625,361.6410752480653,315.1395568847656
1954,11,11.089593505859398,-25.301046752929665,103.234375,242.269544727854,317.1304016113281
1954,12,3.5270935058593977,-33.254171752929665,61.47265625,213.87700765484175,318.235107421875
1955,1,0.8395935058593977,-33.74895324707029,87.19791412353516,262.3605396220163,319.0091857910156
1955,2,8.297906494140648,-37.12917175292967,49.484375,450.6953541366603,319.5891418457031
1955,3,4.485406494140648,-27.56145324707029,63.34114456176758,663.1841972349405,320.1730651855469
1955,4,17.214593505859398,-10.545843505859352,107.9765625,736.8742008721719,318.5824890136719
1955,5,30.641656494140648,-7.785406494140602,74.4296875,1041.1871517755822,315.5633239746094
1955,6,27.204156494140648,1.2979064941406475,141.0677032470703,962.3184533694016,310.75897216796875
1955,7,27.829156494140648,3.8083435058593977,75.51041412353516,1015.5552233624596,307.7066955566406
1955,8,25.829156494140648,2.6208435058593977,67.95572662353516,878.5071044428103,308.5036315917969
1955,9,21.9333435058594,-3.795843505859352,132.1822967529297,557.7069437203667,312.28875732421875
1955,10,18.3083435058594,-7.743749999999977,93.1953125,372.84112141553726,315.46710205078125
1955,11,10.756250000000025,-19.181249999999977,77.30208587646484,239.28941668678263,317.4515075683594
1955,12,5.027093505859398,-30.087499999999977,53.78385543823242,207.56265359964237,318.55047607421875
1956,1,-0.0041564941406022,-34.66562499999998,64.96484375,276.6482577587382,319.3319396972656
1956,2,-1.6916564941406025,-37.15520324707029,57.77864456176758,444.5587650112336,319.9147033691406
1956,3,6.620843505859398,-32.49374999999998,56.32551956176758,667.6021734814306,320.5050354003906
1956,4,19.391656494140648,-15.160406494140602,14.174479484558104,1010.2075479350088,318.910400390625
1956,5,28.975000000000023,-8.493749999999977,103.9921875,990.6276904554478,315.9108581542969
1956,6,30.2770935058594,1.3083435058593975,87.9609375,1047.4555682599614,311.1247253417969
1956,7,26.912500000000023,2.391656494140648,64.36197662353516,1029.0444993009185,308.0608215332031
1956,8,27.4958435058594,2.2562500000000227,77.67708587646484,876.8543945022568,308.8351135253906
1956,9,20.225000000000023,-3.754156494140602,106.63021087646484,551.476397156361,312.5783386230469
1956,10,20.8083435058594,-6.816656494140602,55.05989456176758,418.0485259682101,315.74365234375
1956,11,15.777093505859398,-28.04582824707029,92.10416412353516,246.42574471720712,317.7287902832031
1956,12,2.6208435058593977,-28.63957824707029,93.23697662353516,196.8906870730026,318.8720397949219
1957,1,0.9020935058593976,-42.46770324707029,95.91927337646484,262.8487200113051,319.5889892578125
1957,2,-0.0666564941406022,-38.57187499999998,45.26692581176758,453.8843355805147,320.1707763671875
1957,3,15.964593505859398,-32.894796752929665,32.95377731323242,688.7247870798053,320.75311279296875
1957,4,18.1520935058594,-19.962499999999977,67.57552337646484,885.0900142402293,319.2193603515625
1957,5,25.2770935058594,-4.827093505859352,53.73958206176758,1020.0295376470086,316.2139892578125
1957,6,28.3708435058594,-2.0041564941406023,82.71353912353516,1027.998784690126,311.42864990234375
1957,7,28.7770935058594,5.422906494140648,62.49609375,1041.466677725361,308.3851318359375
1957,8,29.266656494140648,2.0270935058593977,92.28385162353516,869.2285893213419,309.1692810058594
1957,9,25.2145935058594,-3.2645935058593523,66.98177337646484,625.8535237918614,312.9132080078125
1957,10,21.8395935058594,-7.962499999999977,79.77603912353516,394.9815106073914,316.0694274902344
1957,11,13.058343505859398,-13.462499999999975,86.40625,224.7743846941598,318.0472412109375
1957,12,11.495843505859398,-20.785421752929665,53.18229293823242,184.0760658100392,319.18389892578125
1958,1,1.7979064941406475,-42.03542175292967,93.70572662353516,264.22374635210025,319.9190673828125
1958,2,1.1416564941406475,-40.35312499999998,73.61197662353516,431.5682233986815,320.50701904296875
1958,3,18.9958435058594,-31.832296752929665,63.64453125,672.8890137274166,321.0851135253906
1958,4,14.954156494140648,-15.202093505859352,100.07291412353516,798.5263277408607,319.58740234375
1958,5,20.954156494140648,-6.045843505859352,21.076171875,1135.0442175704584,316.5766296386719
1958,6,29.360406494140648,-2.1083435058593523,86.70052337646484,1031.41090192796,311.7892150878906
1958,7,30.9645935058594,2.1937500000000227,53.95051956176758,1080.6550329313566,308.7598876953125
1958,8,26.912500000000023,2.454156494140648,80.35677337646484,865.4346517825098,309.5520324707031
1958,9,26.193750000000023,-3.1604064941406023,102.64583587646484,592.2500695040217,313.3030700683594
1958,10,19.9958435058594,-6.337499999999977,90.12239837646484,383.2789307189611,316.4532470703125
1958,11,12.766656494140648,-27.446874999999977,73.73697662353516,256.29251870599904,318.4266357421875
1958,12,-0.0562499999999772,-35.582296752929665,66.45572662353516,223.38870860730933,319.5372314453125
1959,1,1.3395935058593975,-34.988546752929665,49.81119918823242,281.410268143783,320.2863464355469
1959,2,6.662500000000023,-31.13957824707029,40.82551956176758,458.3600943464445,320.8863220214844
1959,3,8.975000000000023,-28.321874999999977,59.56770706176758,673.4198855905036,321.4771728515625
1959,4,15.245843505859398,-14.441656494140602,45.73567581176758,873.0061210382213,320.0244445800781
1959,5,23.579156494140648,-8.004156494140602,132.09375,923.3987186397328,317.0408020019531
1959,6,31.172906494140648,1.4645935058593975,123.36458587646484,1032.5036064895803,312.2865295410156
1959,7,31.735406494140648,2.6208435058593977,116.9140625,1009.5289726359778,309.2950744628906
1959,8,30.037500000000023,-0.4729064941406022,129.1536407470703,855.432687149142,310.1177673339844
1959,9,27.2770935058594,-3.952093505859352,124.2734375,601.5496228690031,313.8879089355469
1959,10,25.797906494140648,-8.754156494140602,80.43489837646484,408.4011312881274,317.07037353515625
1959,11,15.704156494140648,-14.035406494140602,90.45572662353516,220.88265318607668,319.08709716796875
1959,12,2.6312500000000227,-30.84270324707029,81.578125,205.32457338286056,320.2524719238281
1960,1,0.9437500000000228,-34.92082824707029,63.40885543823242,276.96974796448023,321.0531005859375
1960,2,0.0687500000000227,-41.76457824707029,52.51953125,439.0231298372213,321.6968994140625
1960,3,10.912500000000025,-34.21249999999998,45.29036331176758,676.0650221158718,322.3179931640625
1960,4,17.547906494140648,-18.957296752929665,44.390625,905.8121039841388,320.8924865722656
1960,5,32.60000000000002,-3.4937499999999773,82.77083587646484,1020.080515031744,317.93084716796875
1960,6,29.6833435058594,-0.3583435058593522,45.31640625,1111.3930504538532,313.1883239746094
1960,7,27.9645935058594,3.922906494140648,92.8046875,982.583718634424,310.20648193359375
1960,8,28.3395935058594,4.370843505859398,83.40103912353516,869.2592031688704,311.02154541015625
1960,9,26.100000000000023,-3.1083435058593523,94.28385162353516,597.4229309380888,314.7709045410156
1960,10,19.704156494140648,-8.493749999999977,77.20572662353516,390.4053400057368,317.9313049316406
1960,11,13.027093505859398,-27.457296752929665,90.8828125,249.9610724176997,319.9189147949219
1960,12,-0.2124999999999772,-33.60832824707029,70.89583587646484,219.68802868717583,321.0693054199219
1961,1,-5.764593505859352,-36.33229675292967,94.58853912353516,258.97714293135294,321.8331298828125
1961,2,0.0375000000000227,-39.79582824707029,64.2734375,438.0162642444208,322.44427490234375
1961,3,8.850000000000023,-29.894796752929665,45.47265625,684.0356230391415,323.01849365234375
1961,4,16.110406494140648,-12.774999999999975,30.27799415588379,901.7540660796212,321.5550537109375
1961,5,23.850000000000023,-5.941656494140602,59.51823043823242,1003.6240889823176,318.5516052246094
1961,6,31.454156494140648,1.9645935058593973,107.796875,1038.495360921878,313.78289794921875
1961,7,27.975000000000023,1.1312500000000227,100.80989837646484,973.3798161731048,310.8120422363281
1961,8,24.9958435058594,-2.5770935058593523,88.20833587646484,821.9105516802653,311.6464538574219
1961,9,22.7145935058594,-2.7124999999999773,42.35546875,651.5462841424807,315.4275817871094
1961,10,18.141656494140648,-7.702093505859352,117.83333587646484,362.5186392166258,318.6156005859375
1961,11,7.943750000000023,-12.962499999999975,49.66276168823242,242.35298434019603,320.6254577636719
1961,12,3.079156494140648,-31.73332824707029,107.79427337646484,195.3759044179158,321.7889404296875
1962,1,0.1729064941406477,-36.20729675292967,60.66015625,279.7028622903134,322.5755920410156
1962,2,7.391656494140648,-38.62917175292967,46.73307418823242,450.0760257923983,323.2129211425781
1962,3,12.422906494140648,-28.368749999999977,42.17708206176758,692.7000105844788,323.7968444824219
1962,4,15.693750000000025,-13.556249999999975,85.91927337646484,792.5489597170447,322.3351745605469
1962,5,29.610406494140648,-5.347906494140602,51.53385543823242,1055.0786488547838,319.3352966308594
1962,6,28.381250000000023,-0.7124999999999773,128.8307342529297,993.6644623614504,314.5635681152344
1962,7,28.954156494140648,4.922906494140648,67.0625,1039.2787506479958,311.6049499511719
1962,8,28.204156494140648,3.9020935058593977,81.5625,872.914655322016,312.4425354003906
1962,9,21.7458435058594,-3.2020935058593523,71.19791412353516,600.7047356098814,316.2295837402344
1962,10,19.4645935058594,-7.129156494140602,92.0,379.2803050516538,319.4093017578125
1962,11,4.141656494140648,-24.399999999999977,68.1171875,254.78053837017305,321.4015197753906
1962,12,1.922906494140648,-28.353124999999977,89.234375,198.9049091033146,322.5415954589844
1963,1,0.6729064941406477,-39.89999999999998,112.875,253.200598292206,323.23455810546875
1963,2,5.579156494140648,-32.847921752929665,37.51041793823242,463.50114491462,323.8464660644531
1963,3,12.360406494140648,-23.54582824707029,78.125,652.9309256673887,324.3926696777344
1963,4,16.891656494140648,-19.35832824707029,57.18619918823242,882.7404786134981,322.962646484375
1963,5,25.756250000000023,-5.347906494140602,12.496418952941896,1218.3522817447026,319.9363708496094
1963,6,27.7770935058594,-2.5354064941406023,74.92447662353516,1041.8241994976347,315.1434020996094
1963,7,33.2770935058594,5.641656494140648,56.26692581176758,1086.2614972410963,312.2059326171875
1963,8,30.787500000000023,5.277093505859398,91.15103912353516,879.9175100616521,313.06427001953125
1963,9,28.2145935058594,-5.514593505859352,56.65234375,658.5554971635862,316.8782043457031
1963,10,17.245843505859398,-8.077093505859352,99.00260162353516,365.07001251723744,320.0672912597656
1963,11,11.058343505859398,-11.347906494140602,84.796875,221.0230104268014,322.0775451660156
1963,12,4.027093505859398,-27.98332824707029,84.390625,197.1747174573976,323.1986999511719
1964,1,0.9125000000000228,-38.80624999999998,101.28125,259.5257721533073,323.9613952636719
1964,2,9.672906494140648,-36.37395324707029,55.79557418823242,448.1320636719568,324.6011657714844
1964,3,5.193750000000023,-30.13957824707029,30.12044334411621,707.3415773563605,325.16534423828125
1964,4,16.631250000000023,-28.06145324707029,23.34309959411621,966.1165286571212,323.7320861816406
1964,5,30.7458435058594,-5.587499999999977,60.29166793823242,1053.5669236146443,320.7231140136719
1964,6,27.600000000000023,-1.5041564941406025,55.6171875,1068.7078878582254,315.9325256347656
1964,7,30.0583435058594,4.120843505859398,79.24739837646484,1030.2741857758424,312.97930908203125
1964,8,31.943750000000023,4.297906494140648,63.60546875,935.3699653211064,313.8053283691406
1964,9,20.985406494140648,-3.0666564941406023,173.3958282470703,522.4807669117542,317.571044921875
1964,10,12.860406494140648,-9.524999999999975,83.9609375,375.7129738947791,320.728759765625
1964,11,5.506250000000023,-24.566671752929665,95.87239837646484,241.2961904615328,322.6939392089844
1964,12,-1.4937499999999773,-30.78020324707029,77.0390625,214.82742766290352,323.7970886230469
1965,1,-1.6604064941406025,-43.39479675292967,88.2421875,266.56267782432474,324.5018310546875
1965,2,1.7145935058593975,-35.54582824707029,44.44401168823242,458.8578226208736,325.09747314453125
1965,3,10.235406494140648,-35.441671752929665,48.390625,668.2163803959971,325.62982177734375
1965,4,19.047906494140648,-10.806249999999975,16.1025390625,964.4623093990772,324.1568298339844
1965,5,28.766656494140648,-3.5666564941406023,50.69791793823242,1038.5961633478207,321.1366882324219
1965,6,26.662500000000023,-3.4729064941406023,53.015625,1074.8025301252344,316.3490905761719
1965,7,30.485406494140648,4.162500000000023,96.1875,1007.5074259290914,313.434814453125
1965,8,26.256250000000023,3.2145935058593977,47.79166793823242,916.9634945964746,314.31640625
1965,9,28.1833435058594,-4.577093505859352,48.36458206176758,667.2297310960248,318.1568908691406
1965,10,15.933343505859398,-8.941656494140602,65.04427337646484,391.2375345145619,321.39923095703125
1965,11,12.391656494140648,-7.629156494140602,55.0234375,239.467307173585,323.4584655761719
1965,12,1.7250000000000227,-30.082296752929665,89.16666412353516,202.09548805997449,324.6591796875
1966,1,-0.2645935058593522,-41.02499999999998,57.1953125,282.507706005115,325.4375
1966,2,2.0583435058593977,-34.722921752929665,94.6328125,420.7433395895908,326.1184997558594
1966,3,8.537500000000023,-35.00937499999998,87.1953125,643.8185581864929,326.7242431640625
1966,4,16.745843505859398,-16.915624999999977,68.41927337646484,853.8845546076595,325.3101806640625
1966,5,28.4020935058594,-5.087499999999977,39.43880081176758,1083.802799635983,322.3341369628906
1966,6,31.5270935058594,-1.3687499999999773,128.5338592529297,1031.9442507263668,317.5682373046875
1966,7,30.391656494140648,3.797906494140648,112.1015625,989.9208580101384,314.6763000488281
1966,8,25.9333435058594,2.6000000000000227,66.66927337646484,881.698119026076,315.5465393066406
1966,9,25.131250000000023,-5.264593505859352,119.9140625,587.7236054755408,319.355712890625
1966,10,21.797906494140648,-6.212499999999977,65.73697662353516,412.4417183733188,322.5379638671875
1966,11,6.235406494140648,-24.60832824707029,69.13802337646484,253.61773468682367,324.5282287597656
1966,12,-8.899999999999977,-38.62395324707029,69.53125,244.01606246586013,325.62860107421875
1967,1,-2.8374999999999773,-44.95729675292967,70.05208587646484,279.48406362132107,326.3078308105469
1967,2,6.787500000000023,-42.05624999999998,63.45182418823242,435.54723153729833,326.8982849121094
1967,3,16.162500000000023,-28.368749999999977,102.37239837646484,638.3613463076116,327.4190368652344
1967,4,13.235406494140648,-25.738546752929665,65.69010162353516,914.693964838016,325.9229431152344
1967,5,30.2458435058594,-6.327093505859352,164.6458282470703,964.2183865171684,322.8868103027344
1967,6,29.443750000000023,0.3916564941406477,79.53646087646484,1050.3058223596431,318.0795593261719
1967,7,28.860406494140648,4.350000000000023,44.04557418823242,1082.470521694116,315.16571044921875
1967,8,27.100000000000023,3.787500000000023,112.5625,823.7286911678151,316.0340881347656
1967,9,23.797906494140648,-1.2229064941406025,94.81510162353516,575.9110950178806,319.8597717285156
1967,10,18.672906494140648,-7.941656494140602,66.15625,399.2952965002043,323.0895080566406
1967,11,13.329156494140648,-12.306249999999975,62.29817581176758,234.42690927992547,325.131591796875
1967,12,3.329156494140648,-36.89999999999998,70.1953125,216.47849841964023,326.2974548339844
1968,1,1.0479064941406475,-30.446874999999977,42.45051956176758,279.4203958785582,327.0614013671875
1968,2,-2.0354064941406023,-35.93124999999998,34.49348831176758,471.805278315182,327.735107421875
1968,3,11.922906494140648,-34.96770324707029,104.56510162353516,636.5212473829584,328.3366394042969
1968,4,19.443750000000023,-11.379156494140602,13.1298828125,989.6101707615902,326.8819274902344
1968,5,20.891656494140648,-6.274999999999977,77.58333587646484,944.9962465019712,323.9178161621094
1968,6,28.985406494140648,-0.0562499999999772,156.5729217529297,957.2575865470704,319.1650390625
1968,7,28.7458435058594,0.6625000000000227,97.61978912353516,984.7494589081648,316.278564453125
1968,8,25.329156494140648,2.5583435058593977,92.38021087646484,825.9761000192196,317.1441650390625
1968,9,26.100000000000023,0.1104064941406477,47.51171875,656.7832172005966,320.9397277832031
1968,10,20.9333435058594,-7.347906494140602,23.1640625,468.6151647077084,324.1490478515625
1968,11,10.475000000000025,-11.493749999999975,88.78646087646484,219.32100724450845,326.1670227050781
1968,12,6.141656494140648,-32.74895324707029,61.25260543823242,208.56040335473344,327.3468017578125
1969,1,1.6000000000000227,-36.40520324707029,80.3671875,270.1625188794571,327.9201965332031
1969,2,5.464593505859398,-36.83749999999998,49.68489456176758,450.5794743919453,328.5345153808594
1969,3,7.141656494140648,-32.93645324707029,133.0729217529297,604.011513430777,329.0818176269531
1969,4,17.339593505859398,-28.63957824707029,46.05598831176758,916.7273710824765,327.693603515625
1969,5,23.454156494140648,-6.108343505859352,73.70833587646484,973.4739432060168,324.69976806640625
1969,6,21.662500000000023,-2.4208435058593523,102.03385162353516,908.9787116539792,319.9291687011719
1969,7,31.4645935058594,4.839593505859398,133.6770782470703,992.7869207216338,317.1007080078125
1969,8,26.818750000000023,1.6416564941406475,79.4453125,865.3902964339277,318.0458679199219
1969,9,25.256250000000023,-7.858343505859352,59.52864456176758,634.7330818067046,321.9555969238281
1969,10,21.4333435058594,-6.806249999999977,79.01302337646484,397.0244560040225,325.2611389160156
1969,11,10.454156494140648,-20.019796752929665,142.90625,217.2479036155523,327.3401794433594
1969,12,0.1833435058593977,-38.11354675292967,84.54166412353516,216.06817410096903,328.6109619140625
1970,1,1.985406494140648,-37.65520324707029,63.14713668823242,279.1543949125541,329.4188232421875
1970,2,0.7979064941406477,-33.68124999999998,60.03515625,446.6460671646995,330.1401062011719
1970,3,4.985406494140648,-29.35832824707029,124.609375,603.0985277112796,330.7676086425781
1970,4,11.787500000000025,-18.40520324707029,50.68359375,892.0558724475359,329.382080078125
1970,5,23.475000000000023,-7.118749999999977,106.68489837646484,921.6297693953692,326.42767333984375
1970,6,28.641656494140648,-2.6291564941406023,100.328125,1009.3248937872488,321.6520080566406
1970,7,30.4958435058594,1.9125000000000227,64.71875,1063.8392424981978,318.8339538574219
1970,8,27.360406494140648,1.5166564941406475,80.95572662353516,867.6295116488548,319.75384521484375
1970,9,22.381250000000023,-2.6395935058593523,64.72135162353516,611.0279763191897,323.62457275390625
1970,10,18.881250000000023,-10.889593505859352,75.38802337646484,387.8130158107074,326.8473815917969
1970,11,2.8395935058593977,-20.38957824707029,55.58073043823242,253.36757659446087,328.7957458496094
1970,12,-1.1083435058593525,-34.238546752929665,51.6875,228.6322746593045,329.8738708496094
1971,1,5.329156494140648,-34.48332824707029,69.046875,272.18004235626137,330.462890625
1971,2,5.527093505859398,-36.69167175292967,12.618489265441896,508.9209019894037,331.0162048339844
1971,3,9.620843505859398,-27.65520324707029,110.25260162353516,631.4411750091843,331.48095703125
1971,4,20.3708435058594,-12.556249999999975,32.63932418823242,907.0658696714054,329.97418212890625
1971,5,31.141656494140648,-4.764593505859352,87.29427337646484,1012.8893874340116,326.9010314941406
1971,6,29.7458435058594,-1.5249999999999773,31.63997459411621,1155.9462081672534,322.04034423828125
1971,7,31.204156494140648,3.266656494140648,56.77083206176758,1078.1063927984449,319.20745849609375
1971,8,27.266656494140648,4.089593505859398,74.09375,878.9156257935396,320.1611022949219
1971,9,26.141656494140648,-2.2020935058593523,83.56771087646484,605.7550793766276,324.1160888671875
1971,10,20.818750000000023,-13.139593505859352,59.8125,409.10547090146594,327.4555358886719
1971,11,11.516656494140648,-22.85832824707029,96.484375,239.98066811885337,329.5452880859375
1971,12,2.8500000000000227,-40.49374999999998,81.375,213.76029527026952,330.7800598144531
1972,1,6.464593505859398,-22.96770324707029,98.83333587646484,233.04999937618956,331.63873291015625
1972,2,7.881250000000023,-41.32187499999998,76.99739837646484,432.1711555610064,332.40484619140625
1972,3,10.287500000000025,-30.056249999999977,63.45182418823242,672.9425675120302,333.0828857421875
1972,4,16.902093505859398,-9.358343505859352,44.27604293823242,837.2648714726871,331.7217102050781
1972,5,23.881250000000023,-6.858343505859352,83.890625,955.0224199488332,328.8575439453125
1972,6,30.475000000000023,1.6625000000000227,83.2734375,1059.2113458572098,324.1882019042969
1972,7,29.756250000000023,3.3708435058593977,57.98828125,1062.150091952517,321.5406799316406
1972,8,29.0583435058594,4.422906494140648,56.58463668823242,914.7116911596038,322.68475341796875
1972,9,20.735406494140648,-3.2437499999999773,114.703125,548.4347000532763,326.7905578613281
1972,10,21.3395935058594,-4.962499999999977,84.41927337646484,391.2641733815248,330.2719421386719
1972,11,10.527093505859398,-19.884374999999977,55.7265625,247.3756763926558,332.461669921875
1972,12,8.027093505859398,-33.394796752929665,73.16666412353516,205.6770682139191,333.7591857910156
1973,1,-2.0770935058593523,-38.21770324707029,99.49478912353516,258.860983421987,334.57073974609375
1973,2,7.704156494140648,-38.72812499999998,98.98177337646484,423.81598995787135,335.3319091796875
1973,3,14.068750000000025,-34.66562499999998,36.86848831176758,687.6134947912278,335.9753723144531
1973,4,16.193750000000023,-25.21770324707029,66.41666412353516,901.5784166687256,334.5608825683594
1973,5,28.8708435058594,-3.899999999999977,83.08072662353516,989.8626182571088,331.61138916015625
1973,6,26.735406494140648,-1.7333435058593525,104.97135162353516,975.0304744227644,326.82183837890625
1973,7,29.975000000000023,3.943750000000023,36.24479293823242,1117.3296373536073,324.0594482421875
1973,8,27.912500000000023,3.4437500000000227,74.46614837646484,885.783295327599,325.1244201660156
1973,9,26.412500000000023,0.8604064941406477,117.45052337646484,588.140474230558,329.11444091796875
1973,10,22.0895935058594,-7.024999999999977,132.3776092529297,379.0999708517233,332.4494323730469
1973,11,10.516656494140648,-17.712499999999977,106.26041412353516,225.62419304875297,334.45703125
1973,12,4.006250000000023,-28.37395324707029,87.76822662353516,196.5640211719289,335.4991149902344
1974,1,-0.8270935058593523,-38.99374999999998,78.90103912353516,272.6560691875948,336.1605224609375
1974,2,7.652093505859398,-29.488546752929665,37.72526168823242,460.016704917595,336.7339172363281
1974,3,9.506250000000025,-28.32707824707029,51.953125,677.0590397489237,337.197265625
1974,4,25.297906494140648,-20.399999999999977,88.9609375,902.094405610178,335.60089111328125
1974,5,28.100000000000023,-3.4520935058593523,118.53125,946.7291466378886,332.4857177734375
1974,6,27.0895935058594,2.672906494140648,171.3177032470703,934.0331701667704,327.5521545410156
1974,7,30.412500000000023,4.725000000000023,46.16015625,1086.0943640807484,324.6457824707031
1974,8,29.1833435058594,-0.5874999999999773,50.24609375,921.3305914596666,325.5657653808594
1974,9,28.381250000000023,-3.0354064941406023,137.2395782470703,599.7536013239375,329.42010498046875
1974,10,24.881250000000023,-8.660406494140602,61.62369918823242,418.2550076114267,332.65704345703125
1974,11,8.714593505859398,-19.301046752929665,115.36458587646484,225.9061523998838,334.589111328125
1974,12,0.2979064941406477,-32.11874999999998,40.34895706176758,228.67650330970008,335.586669921875
1975,1,-4.597906494140602,-40.31145324707029,68.8984375,280.2040447698566,336.1990051269531
1975,2,-0.4312499999999772,-41.00937499999998,54.51953125,439.2478905107516,336.74371337890625
1975,3,7.339593505859398,-34.238546752929665,25.80729103088379,706.8707856392042,337.1988220214844
1975,4,25.4020935058594,-18.847921752929665,95.90885162353516,886.641297936677,335.6017761230469
1975,5,25.016656494140648,-4.129156494140602,58.29426956176758,1003.1593523560334,332.4953308105469
1975,6,26.381250000000023,0.4541564941406477,95.08072662353516,986.1038327199436,327.5946350097656
1975,7,32.1208435058594,0.3812500000000227,67.90103912353516,1071.1447938167123,324.7183837890625
1975,8,29.537500000000023,1.2562500000000227,74.09635162353516,899.6595634460683,325.6680603027344
1975,9,24.7770935058594,-1.5145935058593525,88.61458587646484,588.6704535961042,329.5477294921875
1975,10,14.360406494140648,-8.139593505859352,89.53125,372.2686179897772,332.83258056640625
1975,11,17.506250000000023,-19.03020324707029,146.4635467529297,217.8978980200324,334.8240661621094
1975,12,3.235406494140648,-34.097921752929665,31.45833396911621,228.47442523020896,335.87335205078125
1976,1,2.204156494140648,-26.79582824707029,97.84635162353516,243.0426675532689,336.5136413574219
1976,2,0.9541564941406476,-32.17082824707029,111.7890625,401.2640498894858,337.135986328125
1976,3,9.943750000000025,-30.48332824707029,28.13802146911621,710.4376775326351,337.68182373046875
1976,4,19.9333435058594,-20.32707824707029,10.2685546875,1060.2749630059393,336.24468994140625
1976,5,24.4333435058594,-2.5458435058593523,103.625,902.4468887903886,333.2528076171875
1976,6,31.193750000000023,0.8916564941406477,89.13541412353516,1054.1413114981451,328.4591064453125
1976,7,28.797906494140648,4.016656494140648,107.35677337646484,973.3939705174593,325.6982727050781
1976,8,27.891656494140648,2.3500000000000227,44.94791793823242,937.0499020294584,326.71746826171875
1976,9,24.3395935058594,-1.7645935058593525,112.00521087646484,567.8123578697631,330.6592712402344
1976,10,20.162500000000023,-8.764593505859352,86.84114837646484,382.2124351004031,334.0224304199219
1976,11,10.672906494140648,-21.222921752929665,83.73958587646484,240.4735762614312,336.11163330078125
1976,12,1.954156494140648,-29.23332824707029,62.88020706176758,210.95872592006435,337.31195068359375
1977,1,3.9958435058593977,-37.52499999999998,92.1875,264.4691107100915,338.10833740234375
1977,2,7.672906494140648,-37.49374999999998,58.42448043823242,446.9862026870729,338.82952880859375
1977,3,10.308343505859398,-35.254171752929665,120.8515625,621.9333035087254,339.4618225097656
1977,4,25.631250000000023,-15.952093505859352,50.62630081176758,898.7945230059796,338.06353759765625
1977,5,29.3395935058594,-5.816656494140602,94.06771087646484,995.5814934880055,335.130615234375
1977,6,28.225000000000023,2.6833435058593977,84.01041412353516,1035.01329995553,330.37725830078125
1977,7,29.9333435058594,2.7770935058593977,190.2083282470703,941.241296078423,327.6569519042969
1977,8,25.600000000000023,3.5270935058593977,92.48958587646484,827.5969561425234,328.744140625
1977,9,24.391656494140648,-3.2645935058593523,85.62760162353516,593.2036311973147,332.72003173828125
1977,10,21.0270935058594,-9.702093505859352,77.79947662353516,391.7327543183841,336.0983581542969
1977,11,2.7145935058593977,-28.35832824707029,50.07421875,267.7598501936577,338.164794921875
1977,12,0.3500000000000227,-33.10312499999998,50.18359375,224.02353438487103,339.3006591796875
1978,1,1.3708435058593975,-35.37395324707029,62.72395706176758,277.5118690645375,339.9628601074219
1978,2,3.3812500000000227,-30.691671752929665,93.08072662353516,420.7621210697817,340.6224670410156
1978,3,9.527093505859398,-30.488546752929665,83.08853912353516,656.638574098452,341.1889953613281
1978,4,23.454156494140648,-12.129156494140602,82.4765625,812.6537821046359,339.8027648925781
1978,5,23.850000000000023,-4.045843505859352,78.1328125,950.9549517556808,336.80169677734375
1978,6,29.287500000000023,-0.1708435058593522,108.53385162353516,1005.0829443905752,331.9902648925781
1978,7,32.86040649414065,5.266656494140648,67.90625,1075.7904500369723,329.223876953125
1978,8,27.141656494140648,2.735406494140648,96.19271087646484,843.4283287736567,330.2886047363281
1978,9,24.9020935058594,-4.035406494140602,121.61458587646484,581.0030035111134,334.2388610839844
1978,10,24.3083435058594,-8.327093505859352,117.45572662353516,386.45265112328,337.57781982421875
1978,11,8.516656494140648,-11.149999999999975,17.65690040588379,277.3877941174984,339.6156311035156
1978,12,13.589593505859398,-19.85832824707029,81.59375,174.52567164263982,340.77545166015625
1979,1,1.3500000000000227,-38.47812499999998,65.09114837646484,279.32106734999064,341.5477294921875
1979,2,7.204156494140648,-33.69687499999998,58.33463668823242,448.3021404380936,342.2216796875
1979,3,12.047906494140648,-34.879171752929665,114.45572662353516,630.6302763493806,342.7892761230469
1979,4,14.600000000000025,-27.431249999999977,63.82682418823242,910.7549898133,341.34368896484375
1979,5,30.6208435058594,-6.233343505859352,61.42448043823242,1054.1862435074845,338.35394287109375
1979,6,32.9333435058594,2.985406494140648,50.88541793823242,1129.240403319203,333.5400390625
1979,7,29.2770935058594,2.8395935058593977,112.38541412353516,978.7571527073156,330.8043518066406
1979,8,28.225000000000023,3.891656494140648,32.34375,973.2287165822748,331.9966735839844
1979,9,26.016656494140648,-0.8791564941406023,56.59114456176758,638.9216447854543,336.0638122558594
1979,10,17.297906494140648,-7.629156494140602,72.3984375,388.8755540121233,339.51092529296875
1979,11,14.141656494140648,-16.472906494140602,122.63021087646484,222.02969782072225,341.60772705078125
1979,12,4.381250000000023,-30.071874999999977,66.6875,206.69852703074173,342.8135070800781
1980,1,3.922906494140648,-23.87395324707029,29.548828125,272.29282591679987,343.58026123046875
1980,2,6.172906494140648,-28.879171752929665,58.79557418823242,442.2673328809132,344.2919616699219
