Year,Month,Variable,eco1
1979,3,Tmax,-2.9606384277343523
1979,4,Tmax,2.0953308105468977
1979,5,Tmax,9.982965087890648
1979,6,Tmax,18.282830810546898
1979,7,Tmax,22.163659667968773
1979,8,Tmax,18.456262207031276
1979,9,Tmax,14.129968261718773
1979,10,Tmax,7.900567626953148
1979,11,Tmax,-1.5816406249999773
1979,12,Tmax,-6.544439697265602
1980,1,Tmax,-10.475836181640602
1980,2,Tmax,-5.618170166015602
1980,3,Tmax,-2.3349365234374773
1980,4,Tmax,0.6311279296875227
1980,5,Tmax,7.778131103515648
1980,6,Tmax,19.040063476562523
1980,7,Tmax,23.002374267578148
1980,8,Tmax,18.534936523437523
1980,9,Tmax,13.711419677734398
1980,10,Tmax,9.591821289062525
1980,11,Tmax,-1.1860412597656025
1980,12,Tmax,-4.992468261718727
1981,1,Tmax,-6.860662841796852
1981,2,Tmax,-13.197515869140602
1981,3,Tmax,-2.7944396972656023
1981,4,Tmax,6.572137451171898
1981,5,Tmax,11.883233642578148
1981,6,Tmax,17.265252685546898
1981,7,Tmax,21.417169189453148
1981,8,Tmax,21.138391113281276
1981,9,Tmax,15.734124755859398
1981,10,Tmax,5.699731445312523
1981,11,Tmax,-0.2003234863281022
1981,12,Tmax,-5.843115234374977
1982,1,Tmax,-5.324163818359352
1982,2,Tmax,-7.746923828124977
1982,3,Tmax,-0.7054809570312273
1982,4,Tmax,2.2193847656250227
1982,5,Tmax,8.817468261718773
1982,6,Tmax,17.881616210937523
1982,7,Tmax,21.698785400390648
1982,8,Tmax,21.043115234375023
1982,9,Tmax,12.930291748046898
1982,10,Tmax,10.075646972656273
1982,11,Tmax,1.9389587402343975
1982,12,Tmax,-4.867468261718727
1983,1,Tmax,-9.850622558593727
1983,2,Tmax,-5.734747314453102
1983,3,Tmax,-2.9161437988281023
1983,4,Tmax,3.8198181152343977
1983,5,Tmax,12.790765380859398
1983,6,Tmax,22.878320312500023
1983,7,Tmax,20.691766357421898
1983,8,Tmax,22.9445739746094
1983,9,Tmax,17.416955566406273
1983,10,Tmax,8.657342529296898
1983,11,Tmax,0.1699768066406477
1983,12,Tmax,-3.2309936523437277
1984,1,Tmax,-7.246435546874977
1984,2,Tmax,-2.2642272949218523
1984,3,Tmax,-2.7951416015624773
1984,4,Tmax,5.595544433593773
1984,5,Tmax,11.121301269531273
1984,6,Tmax,18.289605712890648
1984,7,Tmax,20.366632080078148
1984,8,Tmax,18.867333984375023
1984,9,Tmax,15.273461914062525
1984,10,Tmax,7.809045410156273
1984,11,Tmax,0.8230834960937727
1984,12,Tmax,-4.386663818359352
1985,1,Tmax,-11.170599365234352
1985,2,Tmax,-10.385260009765602
1985,3,Tmax,-2.1488403320312277
1985,4,Tmax,4.477349853515648
1985,5,Tmax,12.819818115234398
1985,6,Tmax,15.827050781250025
1985,7,Tmax,23.292657470703148
1985,8,Tmax,20.352807617187523
1985,9,Tmax,15.890252685546898
1985,10,Tmax,12.138391113281273
1985,11,Tmax,0.6393371582031477
1985,12,Tmax,-0.9552368164062272
1986,1,Tmax,-8.070654296874977
1986,2,Tmax,-3.624945068359352
1986,3,Tmax,-3.5666564941406023
1986,4,Tmax,6.677026367187523
1986,5,Tmax,11.456048583984398
1986,6,Tmax,13.284692382812525
1986,7,Tmax,21.7114196777344
1986,8,Tmax,22.300622558593773
1986,9,Tmax,13.821221923828148
1986,10,Tmax,6.361718750000023
1986,11,Tmax,1.7355285644531475
1986,12,Tmax,-4.032720947265602
1987,1,Tmax,-5.129858398437477
1987,2,Tmax,-8.240118408203102
1987,3,Tmax,-5.931616210937477
1987,4,Tmax,4.664849853515648
1987,5,Tmax,12.347650146484398
1987,6,Tmax,18.873406982421898
1987,7,Tmax,22.254479980468773
1987,8,Tmax,21.070733642578148
1987,9,Tmax,16.983666992187523
1987,10,Tmax,9.963983154296898
1987,11,Tmax,-2.4035095214843523
1987,12,Tmax,-3.953833007812477
1988,1,Tmax,-7.563391113281227
1988,2,Tmax,-6.293493652343727
1988,3,Tmax,-3.4367431640624773
1988,4,Tmax,5.674218750000023
1988,5,Tmax,10.426538085937525
1988,6,Tmax,19.566766357421898
1988,7,Tmax,22.146112060546898
1988,8,Tmax,23.049676513671898
1988,9,Tmax,16.835717773437523
1988,10,Tmax,10.189874267578148
1988,11,Tmax,0.4450317382812727
1988,12,Tmax,-4.920355224609352
1989,1,Tmax,-5.114172363281227
1989,2,Tmax,-13.630560302734352
1989,3,Tmax,-1.5495666503906025
1989,4,Tmax,4.039147949218773
1989,5,Tmax,10.677728271484398
1989,6,Tmax,18.185906982421898
1989,7,Tmax,24.150079345703148
1989,8,Tmax,19.505670166015648
1989,9,Tmax,17.820031738281273
1989,10,Tmax,8.201837158203148
1989,11,Tmax,-0.2560485839843522
1989,12,Tmax,-8.678778076171852
1990,1,Tmax,-11.810583496093727
1990,2,Tmax,-9.195410156249975
1990,3,Tmax,-1.3501342773437273
1990,4,Tmax,1.7352844238281475
1990,5,Tmax,10.018762207031273
1990,6,Tmax,17.763391113281273
1990,7,Tmax,21.880670166015648
1990,8,Tmax,20.6889587402344
1990,9,Tmax,13.991143798828148
1990,10,Tmax,6.779077148437523
1990,11,Tmax,-0.9512695312499772
1990,12,Tmax,-4.919195556640602
1991,1,Tmax,-6.048406982421852
1991,2,Tmax,-4.501348876953102
1991,3,Tmax,-4.075323486328102
