year,month,day,Variable,eco1
1986,7,31,PAR,526.376708984375
1986,8,1,PAR,655.9827270507812
1986,8,2,PAR,540.6708984375
1986,8,3,PAR,647.6219482421875
1986,8,4,PAR,492.13714599609375
1986,8,5,PAR,554.3695678710938
1986,8,6,PAR,426.9620361328125
1986,8,7,PAR,607.0438232421875
1986,8,8,PAR,414.3344421386719
1986,8,9,PAR,133.59837341308594
1986,8,10,PAR,173.7240753173828
1986,8,11,PAR,622.2689208984375
1986,8,12,PAR,461.94140625
1986,8,13,PAR,507.93804931640625
1986,8,14,PAR,579.8710327148438
1986,8,15,PAR,423.19873046875
1986,8,16,PAR,129.9698028564453
1986,8,17,PAR,178.28060913085938
1986,8,18,PAR,168.8259735107422
1986,8,19,PAR,592.5737915039062
1986,8,20,PAR,520.739990234375
1986,8,21,PAR,518.2064208984375
1986,8,22,PAR,587.5979614257812
1986,8,23,PAR,370.01214599609375
1986,8,24,PAR,534.7216796875
1986,8,25,PAR,144.3298797607422
1986,8,26,PAR,570.0857543945312
1986,8,27,PAR,572.0895385742188
1986,8,28,PAR,437.7070617675781
1986,8,29,PAR,409.8647155761719
1986,8,30,PAR,457.404541015625
1986,8,31,PAR,381.12774658203125
1986,9,1,PAR,431.8192138671875
1986,9,2,PAR,72.32732391357422
1986,9,3,PAR,42.666160583496094
1986,9,4,PAR,528.3889770507812
1986,9,5,PAR,528.5907592773438
1986,9,6,PAR,474.8370666503906
1986,9,7,PAR,277.4267578125
1986,9,8,PAR,144.83383178710938
1986,9,9,PAR,468.3148498535156
1986,9,10,PAR,366.28118896484375
1986,9,11,PAR,418.9968566894531
1986,9,12,PAR,493.2551574707031
1986,9,13,PAR,250.57656860351562
1986,9,14,PAR,164.10093688964844
1986,9,15,PAR,483.990966796875
1986,9,16,PAR,466.4957275390625
1986,9,17,PAR,359.74169921875
1986,9,18,PAR,199.2181854248047
1986,9,19,PAR,384.16082763671875
1986,9,20,PAR,438.13787841796875
1986,9,21,PAR,147.7673797607422
1986,9,22,PAR,443.0748291015625
1986,9,23,PAR,386.0592346191406
1986,9,24,PAR,50.123172760009766
1986,9,25,PAR,204.25094604492188
1986,9,26,PAR,430.2406311035156
1986,9,27,PAR,293.27056884765625
1986,9,28,PAR,204.5574493408203
1986,9,29,PAR,369.6978454589844
1986,9,30,PAR,240.75875854492188
1986,10,1,PAR,54.979347229003906
1986,10,2,PAR,29.69646453857422
1986,10,3,PAR,270.7309875488281
1986,10,4,PAR,361.1154479980469
1986,10,5,PAR,353.6455078125
1986,10,6,PAR,213.02455139160156
1986,10,7,PAR,364.458984375
1986,10,8,PAR,342.53277587890625
1986,10,9,PAR,204.39663696289062
1986,10,10,PAR,356.6141357421875
1986,10,11,PAR,235.6824951171875
1986,10,12,PAR,330.3035583496094
1986,10,13,PAR,281.3649597167969
1986,10,14,PAR,266.7822570800781
1986,10,15,PAR,320.98492431640625
1986,10,16,PAR,59.18267822265625
1986,10,17,PAR,94.89126586914062
1986,10,18,PAR,297.9816589355469
1986,10,19,PAR,320.4126892089844
1986,10,20,PAR,170.3643341064453
1986,10,21,PAR,180.10716247558594
1986,10,22,PAR,261.9443054199219
1986,10,23,PAR,80.28670501708984
1986,10,24,PAR,160.7627410888672
1986,10,25,PAR,33.48415756225586
1986,10,26,PAR,210.210205078125
1986,10,27,PAR,68.6856689453125
1986,10,28,PAR,82.9030990600586
1986,10,29,PAR,32.81937026977539
1986,10,30,PAR,83.35480499267578
1986,10,31,PAR,15.781302452087402
1986,11,1,PAR,55.467708587646484
1986,11,2,PAR,232.06787109375
1986,11,3,PAR,143.9919891357422
1986,11,4,PAR,103.21228790283203
1986,11,5,PAR,143.87928771972656
1986,11,6,PAR,101.89384460449219
1986,11,7,PAR,95.75962829589844
1986,11,8,PAR,99.42185974121094
1986,11,9,PAR,108.21732330322266
1986,11,10,PAR,126.6043701171875
1986,11,11,PAR,195.53146362304688
1986,11,12,PAR,210.46353149414062
1986,11,13,PAR,199.03109741210938
1986,11,14,PAR,165.00222778320312
1986,11,15,PAR,197.17433166503906
1986,11,16,PAR,61.99900436401367
1986,11,17,PAR,47.66327667236328
1986,11,18,PAR,65.72123718261719
1986,11,19,PAR,133.95509338378906
1986,11,20,PAR,172.90049743652344
1986,11,21,PAR,133.92630004882812
1986,11,22,PAR,16.94152069091797
1986,11,23,PAR,40.975730895996094
1986,11,24,PAR,94.52513885498047
1986,11,25,PAR,57.620365142822266
1986,11,26,PAR,142.59999084472656
1986,11,27,PAR,59.080101013183594
1986,11,28,PAR,26.385509490966797
1986,11,29,PAR,48.78448486328125
1986,11,30,PAR,108.32232666015625
1986,12,1,PAR,85.33102416992188
1986,12,2,PAR,60.16708755493164
1986,12,3,PAR,66.56884765625
1986,12,4,PAR,78.47523498535156
1986,12,5,PAR,51.44862365722656
1986,12,6,PAR,42.304691314697266
1986,12,7,PAR,63.029808044433594
1986,12,8,PAR,60.9228401184082
1986,12,9,PAR,51.34458923339844
1986,12,10,PAR,73.85302734375
1986,12,11,PAR,53.23060989379883
1986,12,12,PAR,63.6334342956543
1986,12,13,PAR,72.58370971679688
1986,12,14,PAR,91.0876693725586
1986,12,15,PAR,111.01937103271484
1986,12,16,PAR,128.6113739013672
1986,12,17,PAR,29.167749404907227
1986,12,18,PAR,114.41468048095703
1986,12,19,PAR,131.58734130859375
1986,12,20,PAR,114.37850952148438
1986,12,21,PAR,47.49660110473633
1986,12,22,PAR,83.8895263671875
1986,12,23,PAR,144.9041748046875
1986,12,24,PAR,143.95594787597656
1986,12,25,PAR,141.77227783203125
1986,12,26,PAR,51.902774810791016
1986,12,27,PAR,129.29359436035156
1986,12,28,PAR,66.96692657470703
1986,12,29,PAR,23.7938175201416
1986,12,30,PAR,67.32615661621094
1986,12,31,PAR,95.46078491210938
1987,1,1,PAR,124.31278991699219
1987,1,2,PAR,159.20664978027344
1987,1,3,PAR,150.74049377441406
1987,1,4,PAR,142.37832641601562
1987,1,5,PAR,90.95487213134766
1987,1,6,PAR,126.12019348144531
1987,1,7,PAR,146.5581817626953
1987,1,8,PAR,64.25695037841797
1987,1,9,PAR,63.83306121826172
1987,1,10,PAR,90.75919342041016
1987,1,11,PAR,120.79524993896484
1987,1,12,PAR,166.73849487304688
1987,1,13,PAR,168.34133911132812
1987,1,14,PAR,173.1903533935547
1987,1,15,PAR,144.3814697265625
1987,1,16,PAR,175.6510467529297
1987,1,17,PAR,180.60540771484375
1987,1,18,PAR,182.63978576660156
1987,1,19,PAR,176.48797607421875
1987,1,20,PAR,114.98975372314453
1987,1,21,PAR,83.81343078613281
1987,1,22,PAR,199.08157348632812
1987,1,23,PAR,144.08058166503906
1987,1,24,PAR,199.9016876220703
1987,1,25,PAR,96.39588928222656
1987,1,26,PAR,203.6630859375
1987,1,27,PAR,212.9894256591797
1987,1,28,PAR,184.59498596191406
1987,1,29,PAR,129.62249755859375
1987,1,30,PAR,183.87103271484375
1987,1,31,PAR,219.0782012939453
1987,2,1,PAR,219.79974365234375
1987,2,2,PAR,112.35885620117188
1987,2,3,PAR,138.42857360839844
1987,2,4,PAR,238.0952606201172
1987,2,5,PAR,232.5122528076172
1987,2,6,PAR,176.05665588378906
1987,2,7,PAR,208.50392150878906
1987,2,8,PAR,260.2129821777344
1987,2,9,PAR,173.33941650390625
1987,2,10,PAR,265.5916442871094
1987,2,11,PAR,116.88401794433594
1987,2,12,PAR,206.84698486328125
1987,2,13,PAR,120.49262237548828
1987,2,14,PAR,285.60333251953125
1987,2,15,PAR,177.64303588867188
1987,2,16,PAR,165.26876831054688
1987,2,17,PAR,237.4570770263672
1987,2,18,PAR,296.04168701171875
1987,2,19,PAR,155.17227172851562
1987,2,20,PAR,195.20359802246094
1987,2,21,PAR,297.08795166015625
1987,2,22,PAR,181.9915313720703
1987,2,23,PAR,181.4397430419922
1987,2,24,PAR,331.720458984375
1987,2,25,PAR,219.55987548828125
1987,2,26,PAR,349.0495910644531
1987,2,27,PAR,354.69488525390625
1987,2,28,PAR,347.9473571777344
1987,3,1,PAR,367.47589111328125
1987,3,2,PAR,320.7581481933594
1987,3,3,PAR,276.4169616699219
1987,3,4,PAR,354.0524597167969
1987,3,5,PAR,385.2455139160156
1987,3,6,PAR,389.7790832519531
1987,3,7,PAR,392.9533996582031
1987,3,8,PAR,322.9923095703125
1987,3,9,PAR,385.6618957519531
1987,3,10,PAR,126.951171875
1987,3,11,PAR,207.24142456054688
1987,3,12,PAR,403.2669372558594
1987,3,13,PAR,314.9532470703125
1987,3,14,PAR,224.8004150390625
1987,3,15,PAR,220.86119079589844
1987,3,16,PAR,327.3027038574219
1987,3,17,PAR,419.8032531738281
1987,3,18,PAR,446.2090148925781
1987,3,19,PAR,136.73898315429688
1987,3,20,PAR,150.74392700195312
1987,3,21,PAR,111.22032928466797
1987,3,22,PAR,42.031776428222656
1987,3,23,PAR,468.736328125
1987,3,24,PAR,465.2437744140625
1987,3,25,PAR,422.11962890625
1987,3,26,PAR,80.59345245361328
1987,3,27,PAR,465.6070556640625
1987,3,28,PAR,494.8389587402344
1987,3,29,PAR,506.5181579589844
1987,3,30,PAR,508.2075500488281
1987,3,31,PAR,123.07975006103516
1987,4,1,PAR,224.24447631835938
1987,4,2,PAR,128.01560974121094
1987,4,3,PAR,62.84884262084961
1987,4,4,PAR,280.0161437988281
1987,4,5,PAR,167.08628845214844
1987,4,6,PAR,557.4129638671875
1987,4,7,PAR,553.0486450195312
1987,4,8,PAR,533.8650512695312
1987,4,9,PAR,391.18267822265625
1987,4,10,PAR,573.601318359375
1987,4,11,PAR,568.4193725585938
1987,4,12,PAR,44.42495346069336
1987,4,13,PAR,294.8857421875
1987,4,14,PAR,376.1283874511719
1987,4,15,PAR,603.9804077148438
1987,4,16,PAR,302.8997497558594
1987,4,17,PAR,513.01708984375
1987,4,18,PAR,618.7053833007812
1987,4,19,PAR,609.3230590820312
1987,4,20,PAR,593.1445922851562
1987,4,21,PAR,541.12841796875
1987,4,22,PAR,95.47993469238281
1987,4,23,PAR,636.5721435546875
1987,4,24,PAR,457.949951171875
1987,4,25,PAR,387.0501708984375
1987,4,26,PAR,647.6689453125
1987,4,27,PAR,248.05752563476562
1987,4,28,PAR,546.4097900390625
1987,4,29,PAR,592.2410888671875
1987,4,30,PAR,63.21036911010742
1987,5,1,PAR,328.32830810546875
1987,5,2,PAR,545.4202880859375
1987,5,3,PAR,483.2325744628906
1987,5,4,PAR,372.1409606933594
1987,5,5,PAR,435.2997741699219
1987,5,6,PAR,449.8197326660156
1987,5,7,PAR,645.7018432617188
1987,5,8,PAR,497.606201171875
1987,5,9,PAR,675.8798828125
1987,5,10,PAR,695.7236328125
1987,5,11,PAR,651.2576293945312
1987,5,12,PAR,669.5802001953125
1987,5,13,PAR,630.3946533203125
1987,5,14,PAR,686.9840698242188
1987,5,15,PAR,513.18310546875
1987,5,16,PAR,681.71240234375
1987,5,17,PAR,582.5465698242188
1987,5,18,PAR,266.7204284667969
1987,5,19,PAR,418.5870056152344
1987,5,20,PAR,705.7388916015625
1987,5,21,PAR,704.4157104492188
1987,5,22,PAR,344.93646240234375
1987,5,23,PAR,407.5788879394531
1987,5,24,PAR,182.64598083496094
1987,5,25,PAR,292.8931884765625
1987,5,26,PAR,746.880615234375
1987,5,27,PAR,684.6509399414062
1987,5,28,PAR,711.0809936523438
1987,5,29,PAR,705.8265991210938
1987,5,30,PAR,710.6224975585938
1987,5,31,PAR,611.6802978515625
1987,6,1,PAR,462.0586242675781
1987,6,2,PAR,341.0209045410156
1987,6,3,PAR,754.2359008789062
1987,6,4,PAR,755.0285034179688
1987,6,5,PAR,748.985595703125
1987,6,6,PAR,755.1961059570312
1987,6,7,PAR,748.8276977539062
1987,6,8,PAR,234.05592346191406
1987,6,9,PAR,126.8387451171875
1987,6,10,PAR,307.7742004394531
1987,6,11,PAR,724.1129760742188
1987,6,12,PAR,680.795654296875
1987,6,13,PAR,663.8956909179688
1987,6,14,PAR,722.9520263671875
1987,6,15,PAR,650.29052734375
1987,6,16,PAR,61.43129348754883
1987,6,17,PAR,745.1090698242188
1987,6,18,PAR,746.2589111328125
1987,6,19,PAR,718.9088745117188
1987,6,20,PAR,697.250244140625
1987,6,21,PAR,647.095947265625
1987,6,22,PAR,662.1574096679688
1987,6,23,PAR,642.9619750976562
1987,6,24,PAR,679.598876953125
1987,6,25,PAR,612.3467407226562
1987,6,26,PAR,58.112815856933594
1987,6,27,PAR,762.5855712890625
1987,6,28,PAR,695.7278442382812
1987,6,29,PAR,670.5848388671875
1987,6,30,PAR,246.0023956298828
1987,7,1,PAR,574.6363525390625
1987,7,2,PAR,603.2940063476562
1987,7,3,PAR,669.5437622070312
1987,7,4,PAR,669.137451171875
1987,7,5,PAR,331.153564453125
1987,7,6,PAR,125.09783935546875
1987,7,7,PAR,729.748291015625
1987,7,8,PAR,377.9459533691406
1987,7,9,PAR,250.9762725830078
1987,7,10,PAR,657.4034423828125
1987,7,11,PAR,663.8162231445312
1987,7,12,PAR,167.49044799804688
1987,7,13,PAR,245.53945922851562
1987,7,14,PAR,723.2267456054688
1987,7,15,PAR,649.611083984375
1987,7,16,PAR,606.5580444335938
1987,7,17,PAR,641.3983764648438
1987,7,18,PAR,669.4049682617188
1987,7,19,PAR,165.2029266357422
1987,7,20,PAR,165.1121063232422
1987,7,21,PAR,227.98878479003906
1987,7,22,PAR,254.6600799560547
1987,7,23,PAR,132.76922607421875
1987,7,24,PAR,560.399169921875
1987,7,25,PAR,427.0769348144531
1987,7,26,PAR,525.399658203125
1987,7,27,PAR,574.3576049804688
1987,7,28,PAR,52.37944793701172
1987,7,29,PAR,278.17144775390625
1987,7,30,PAR,491.6893005371094
1987,7,31,PAR,497.1430969238281
1987,8,1,PAR,151.7558135986328
1987,8,2,PAR,666.6486206054688
1987,8,3,PAR,576.8397216796875
1987,8,4,PAR,379.7465515136719
1987,8,5,PAR,344.9350280761719
1987,8,6,PAR,121.43267059326172
1987,8,7,PAR,152.0228271484375
1987,8,8,PAR,657.7680053710938
1987,8,9,PAR,413.4156188964844
1987,8,10,PAR,564.0010986328125
1987,8,11,PAR,543.8526611328125
1987,8,12,PAR,588.973876953125
1987,8,13,PAR,74.59451293945312
1987,8,14,PAR,590.9099731445312
1987,8,15,PAR,435.4596862792969
1987,8,16,PAR,602.6227416992188
1987,8,17,PAR,435.8599853515625
1987,8,18,PAR,486.58984375
1987,8,19,PAR,584.4340209960938
1987,8,20,PAR,39.61655807495117
1987,8,21,PAR,520.8031005859375
1987,8,22,PAR,350.0514831542969
1987,8,23,PAR,308.3284606933594
1987,8,24,PAR,518.3226928710938
1987,8,25,PAR,347.3973693847656
1987,8,26,PAR,120.83788299560547
1987,8,27,PAR,575.7332763671875
1987,8,28,PAR,366.6555480957031
1987,8,29,PAR,298.69580078125
1987,8,30,PAR,551.024658203125
1987,8,31,PAR,48.02621841430664
1987,9,1,PAR,348.4621276855469
1987,9,2,PAR,201.40704345703125
1987,9,3,PAR,535.74169921875
1987,9,4,PAR,529.8839721679688
1987,9,5,PAR,508.6044921875
1987,9,6,PAR,494.7707214355469
1987,9,7,PAR,87.97356414794922
1987,9,8,PAR,182.71630859375
1987,9,9,PAR,450.814697265625
1987,9,10,PAR,491.826416015625
1987,9,11,PAR,285.23175048828125
1987,9,12,PAR,49.25754928588867
1987,9,13,PAR,495.8167419433594
1987,9,14,PAR,481.74945068359375
1987,9,15,PAR,448.5297546386719
1987,9,16,PAR,416.0054626464844
1987,9,17,PAR,30.47386932373047
1987,9,18,PAR,211.38975524902344
1987,9,19,PAR,166.3871612548828
1987,9,20,PAR,71.57662963867188
1987,9,21,PAR,330.7646179199219
1987,9,22,PAR,440.0593566894531
1987,9,23,PAR,427.8486328125
1987,9,24,PAR,120.6902084350586
1987,9,25,PAR,422.7814636230469
1987,9,26,PAR,426.98626708984375
1987,9,27,PAR,381.141357421875
1987,9,28,PAR,95.98328399658203
1987,9,29,PAR,412.491943359375
1987,9,30,PAR,232.07057189941406
1987,10,1,PAR,138.10891723632812
1987,10,2,PAR,219.39068603515625
1987,10,3,PAR,184.8720245361328
1987,10,4,PAR,97.64217376708984
1987,10,5,PAR,32.915042877197266
1987,10,6,PAR,54.1024055480957
1987,10,7,PAR,81.71150970458984
1987,10,8,PAR,71.7676773071289
1987,10,9,PAR,99.72356414794922
1987,10,10,PAR,307.6506652832031
1987,10,11,PAR,148.82554626464844
1987,10,12,PAR,334.8180847167969
1987,10,13,PAR,343.40081787109375
1987,10,14,PAR,99.30567169189453
1987,10,15,PAR,91.77075958251953
1987,10,16,PAR,258.9427795410156
1987,10,17,PAR,278.3130187988281
1987,10,18,PAR,151.37599182128906
1987,10,19,PAR,321.263671875
1987,10,20,PAR,297.1061096191406
1987,10,21,PAR,287.3069152832031
1987,10,22,PAR,237.7250213623047
1987,10,23,PAR,278.95306396484375
1987,10,24,PAR,229.3304901123047
1987,10,25,PAR,108.88053131103516
1987,10,26,PAR,260.3523864746094
1987,10,27,PAR,96.21077728271484
1987,10,28,PAR,256.4210510253906
1987,10,29,PAR,267.2156066894531
1987,10,30,PAR,260.9783935546875
1987,10,31,PAR,177.20127868652344
1987,11,1,PAR,57.1908073425293
1987,11,2,PAR,17.971288681030273
1987,11,3,PAR,238.80540466308594
1987,11,4,PAR,244.01593017578125
1987,11,5,PAR,210.27694702148438
1987,11,6,PAR,213.29173278808594
1987,11,7,PAR,235.93553161621094
1987,11,8,PAR,234.6554718017578
1987,11,9,PAR,224.3335418701172
1987,11,10,PAR,180.62281799316406
1987,11,11,PAR,198.985107421875
1987,11,12,PAR,192.40585327148438
1987,11,13,PAR,93.06958770751953
1987,11,14,PAR,96.42115783691406
1987,11,15,PAR,174.52439880371094
1987,11,16,PAR,37.88011169433594
1987,11,17,PAR,41.174560546875
1987,11,18,PAR,123.16034698486328
1987,11,19,PAR,160.9947967529297
1987,11,20,PAR,129.15272521972656
1987,11,21,PAR,97.7026138305664
1987,11,22,PAR,164.78622436523438
1987,11,23,PAR,179.57923889160156
1987,11,24,PAR,36.68830490112305
1987,11,25,PAR,172.0110626220703
1987,11,26,PAR,183.64222717285156
1987,11,27,PAR,175.6130828857422
1987,11,28,PAR,163.50222778320312
1987,11,29,PAR,149.1401824951172
1987,11,30,PAR,40.25091552734375
1987,12,1,PAR,165.04409790039062
1987,12,2,PAR,144.81507873535156
1987,12,3,PAR,139.63682556152344
1987,12,4,PAR,122.6847152709961
1987,12,5,PAR,146.30963134765625
1987,12,6,PAR,106.92091369628906
1987,12,7,PAR,129.18736267089844
1987,12,8,PAR,126.59513092041016
1987,12,9,PAR,111.42642974853516
1987,12,10,PAR,113.64469146728516
1987,12,11,PAR,12.821611404418945
1987,12,12,PAR,14.025341033935547
1987,12,13,PAR,109.82487487792969
1987,12,14,PAR,146.85903930664062
1987,12,15,PAR,147.92091369628906
1987,12,16,PAR,70.61778259277344
1987,12,17,PAR,44.82563400268555
1987,12,18,PAR,100.57467651367188
1987,12,19,PAR,134.51922607421875
1987,12,20,PAR,71.10671997070312
1987,12,21,PAR,143.7463836669922
1987,12,22,PAR,137.20484924316406
1987,12,23,PAR,100.58175659179688
1987,12,24,PAR,37.75980758666992
1987,12,25,PAR,89.70938873291016
1987,12,26,PAR,134.60125732421875
1987,12,27,PAR,62.91770553588867
1987,12,28,PAR,125.51461791992188
1987,12,29,PAR,144.9867401123047
1987,12,30,PAR,153.90707397460938
1987,12,31,PAR,114.9828109741211
1988,1,1,PAR,49.673213958740234
1988,1,2,PAR,71.35306549072266
1988,1,3,PAR,158.2437744140625
1988,1,4,PAR,135.69566345214844
1988,1,5,PAR,117.82184600830078
1988,1,6,PAR,46.743614196777344
1988,1,7,PAR,57.15764236450195
1988,1,8,PAR,154.1001739501953
1988,1,9,PAR,72.01973724365234
1988,1,10,PAR,165.883056640625
1988,1,11,PAR,167.92724609375
1988,1,12,PAR,169.1786651611328
1988,1,13,PAR,170.66932678222656
1988,1,14,PAR,94.81565856933594
1988,1,15,PAR,165.38729858398438
1988,1,16,PAR,35.193336486816406
1988,1,17,PAR,70.7323226928711
1988,1,18,PAR,77.79256439208984
1988,1,19,PAR,94.65325164794922
1988,1,20,PAR,185.13467407226562
1988,1,21,PAR,134.45574951171875
1988,1,22,PAR,179.72714233398438
1988,1,23,PAR,200.6309356689453
1988,1,24,PAR,131.3458251953125
1988,1,25,PAR,140.14830017089844
1988,1,26,PAR,185.6852569580078
1988,1,27,PAR,87.86400604248047
1988,1,28,PAR,141.87069702148438
1988,1,29,PAR,175.2100067138672
1988,1,30,PAR,195.34881591796875
1988,1,31,PAR,230.75534057617188
1988,2,1,PAR,217.40377807617188
1988,2,2,PAR,234.7971954345703
1988,2,3,PAR,244.9182586669922
1988,2,4,PAR,141.7115478515625
1988,2,5,PAR,248.54505920410156
1988,2,6,PAR,245.2878875732422
1988,2,7,PAR,136.63186645507812
1988,2,8,PAR,231.79434204101562
1988,2,9,PAR,256.8574523925781
1988,2,10,PAR,194.76950073242188
1988,2,11,PAR,215.31427001953125
1988,2,12,PAR,224.963623046875
1988,2,13,PAR,258.7400817871094
1988,2,14,PAR,223.91175842285156
1988,2,15,PAR,232.79962158203125
1988,2,16,PAR,94.4591293334961
1988,2,17,PAR,96.224853515625
1988,2,18,PAR,232.8860321044922
1988,2,19,PAR,224.56214904785156
1988,2,20,PAR,259.04193115234375
1988,2,21,PAR,151.52984619140625
1988,2,22,PAR,221.81472778320312
1988,2,23,PAR,202.66725158691406
1988,2,24,PAR,15.006756782531738
1988,2,25,PAR,223.29205322265625
1988,2,26,PAR,339.17279052734375
1988,2,27,PAR,82.40988159179688
1988,2,28,PAR,337.4129638671875
1988,3,1,PAR,321.06182861328125
1988,3,2,PAR,365.46142578125
1988,3,3,PAR,352.8208923339844
1988,3,4,PAR,124.9835205078125
1988,3,5,PAR,338.2669372558594
1988,3,6,PAR,368.0572204589844
1988,3,7,PAR,305.2922668457031
1988,3,8,PAR,145.47608947753906
1988,3,9,PAR,176.4310760498047
1988,3,10,PAR,389.78216552734375
1988,3,11,PAR,403.6231689453125
1988,3,12,PAR,216.84005737304688
1988,3,13,PAR,362.1668395996094
1988,3,14,PAR,398.5491027832031
1988,3,15,PAR,435.7671203613281
1988,3,16,PAR,330.08880615234375
1988,3,17,PAR,411.2551574707031
1988,3,18,PAR,405.03826904296875
1988,3,19,PAR,349.236572265625
1988,3,20,PAR,306.08123779296875
1988,3,21,PAR,434.4697570800781
1988,3,22,PAR,345.4405212402344
1988,3,23,PAR,465.2218322753906
1988,3,24,PAR,333.4053039550781
1988,3,25,PAR,487.2335510253906
1988,3,26,PAR,498.4198913574219
1988,3,27,PAR,148.6473846435547
1988,3,28,PAR,505.6424560546875
1988,3,29,PAR,372.23382568359375
1988,3,30,PAR,522.8828735351562
1988,3,31,PAR,493.7630615234375
1988,4,1,PAR,114.62364959716797
1988,4,2,PAR,197.0746307373047
1988,4,3,PAR,520.6638793945312
1988,4,4,PAR,373.0039367675781
1988,4,5,PAR,473.8143615722656
1988,4,6,PAR,282.61151123046875
1988,4,7,PAR,65.57099151611328
1988,4,8,PAR,372.5764465332031
1988,4,9,PAR,98.15950775146484
1988,4,10,PAR,532.5401611328125
1988,4,11,PAR,189.31402587890625
1988,4,12,PAR,353.341796875
1988,4,13,PAR,580.7825927734375
1988,4,14,PAR,587.6190185546875
1988,4,15,PAR,291.68280029296875
1988,4,16,PAR,445.4656677246094
1988,4,17,PAR,628.5797119140625
1988,4,18,PAR,632.7686157226562
1988,4,19,PAR,585.2933349609375
1988,4,20,PAR,430.9718322753906
1988,4,21,PAR,159.20834350585938
1988,4,22,PAR,328.88922119140625
1988,4,23,PAR,592.6427612304688
1988,4,24,PAR,586.8936767578125
1988,4,25,PAR,391.0511169433594
1988,4,26,PAR,125.80193328857422
1988,4,27,PAR,645.1209106445312
1988,4,28,PAR,604.0250854492188
1988,4,29,PAR,251.40199279785156
1988,4,30,PAR,294.6174011230469
1988,5,1,PAR,681.78125
1988,5,2,PAR,682.5110473632812
1988,5,3,PAR,678.4190673828125
1988,5,4,PAR,685.8472900390625
1988,5,5,PAR,683.9367065429688
1988,5,6,PAR,696.5824584960938
1988,5,7,PAR,682.7733154296875
1988,5,8,PAR,677.720947265625
1988,5,9,PAR,667.5410766601562
1988,5,10,PAR,712.3751220703125
1988,5,11,PAR,705.6716918945312
1988,5,12,PAR,288.1497497558594
1988,5,13,PAR,194.46835327148438
1988,5,14,PAR,528.849365234375
1988,5,15,PAR,311.2108459472656
1988,5,16,PAR,201.67698669433594
1988,5,17,PAR,477.1781921386719
1988,5,18,PAR,378.2918701171875
1988,5,19,PAR,325.5986633300781
1988,5,20,PAR,695.2926025390625
1988,5,21,PAR,630.3855590820312
1988,5,22,PAR,480.3929138183594
1988,5,23,PAR,231.11904907226562
1988,5,24,PAR,92.67530822753906
1988,5,25,PAR,736.342529296875
1988,5,26,PAR,734.0625610351562
1988,5,27,PAR,670.2710571289062
1988,5,28,PAR,249.49110412597656
1988,5,29,PAR,561.6395263671875
1988,5,30,PAR,745.2802734375
1988,5,31,PAR,744.4428100585938
1988,6,1,PAR,578.6989135742188
1988,6,2,PAR,746.4765625
1988,6,3,PAR,737.8692626953125
1988,6,4,PAR,721.9478149414062
1988,6,5,PAR,700.9892578125
1988,6,6,PAR,689.0750732421875
1988,6,7,PAR,419.74530029296875
1988,6,8,PAR,184.00010681152344
1988,6,9,PAR,153.46751403808594
1988,6,10,PAR,567.7649536132812
1988,6,11,PAR,145.78445434570312
1988,6,12,PAR,717.3197021484375
1988,6,13,PAR,657.7472534179688
1988,6,14,PAR,578.9291381835938
1988,6,15,PAR,495.4607238769531
1988,6,16,PAR,440.4672546386719
1988,6,17,PAR,527.6115112304688
1988,6,18,PAR,130.37217712402344
1988,6,19,PAR,461.8409729003906
1988,6,20,PAR,629.2093505859375
1988,6,21,PAR,710.857666015625
1988,6,22,PAR,726.4549560546875
1988,6,23,PAR,339.3888244628906
1988,6,24,PAR,319.7685241699219
1988,6,25,PAR,564.1104125976562
1988,6,26,PAR,686.2186279296875
1988,6,27,PAR,689.265380859375
1988,6,28,PAR,620.5697021484375
1988,6,29,PAR,45.47231674194336
1988,6,30,PAR,666.96337890625
1988,7,1,PAR,735.98291015625
1988,7,2,PAR,275.09832763671875
1988,7,3,PAR,593.0516357421875
1988,7,4,PAR,155.4679412841797
1988,7,5,PAR,424.9320068359375
1988,7,6,PAR,398.8873291015625
1988,7,7,PAR,93.32275390625
1988,7,8,PAR,571.1713256835938
1988,7,9,PAR,632.079833984375
1988,7,10,PAR,173.54315185546875
1988,7,11,PAR,172.46566772460938
1988,7,12,PAR,611.2581787109375
1988,7,13,PAR,647.7701416015625
1988,7,14,PAR,94.33515930175781
1988,7,15,PAR,166.2510986328125
1988,7,16,PAR,494.4786376953125
1988,7,17,PAR,514.3458251953125
1988,7,18,PAR,706.953369140625
1988,7,19,PAR,701.46728515625
1988,7,20,PAR,689.8515625
1988,7,21,PAR,161.46510314941406
1988,7,22,PAR,515.0194702148438
1988,7,23,PAR,293.25848388671875
1988,7,24,PAR,394.64459228515625
1988,7,25,PAR,307.9483642578125
1988,7,26,PAR,544.7313232421875
1988,7,27,PAR,353.02154541015625
1988,7,28,PAR,674.0101318359375
1988,7,29,PAR,337.7080078125
1988,7,30,PAR,546.2399291992188
1988,7,31,PAR,638.7059326171875
1988,8,1,PAR,302.5080261230469
1988,8,2,PAR,376.29693603515625
1988,8,3,PAR,641.968505859375
1988,8,4,PAR,637.3387451171875
1988,8,5,PAR,645.591796875
1988,8,6,PAR,643.8290405273438
1988,8,7,PAR,631.3121337890625
1988,8,8,PAR,564.7569580078125
1988,8,9,PAR,100.19208526611328
1988,8,10,PAR,621.313720703125
