Year,Month,Variable,eco1
1945,6,Tmax,17.395305805821597
1945,7,Tmax,22.0982614824849
1945,8,Tmax,20.22086142263107
1945,9,Tmax,15.09889841387351
1945,10,Tmax,7.094706676852342
1945,11,Tmax,-0.08903966103828376
1945,12,Tmax,-6.214716954385058
1946,1,Tmax,-8.56369924237649
1946,2,Tmax,-7.716896500125985
1946,3,Tmax,-2.5314648043724572
1946,4,Tmax,3.7787660660282487
1946,5,Tmax,11.064961882560507
1946,6,Tmax,17.395305805821597
1946,7,Tmax,22.0982614824849
1946,8,Tmax,20.22086142263107
1946,9,Tmax,15.09889841387351
1946,10,Tmax,7.094706676852342
1946,11,Tmax,-0.08903966103828376
1946,12,Tmax,-6.214716954385058
1947,1,Tmax,-8.56369924237649
1947,2,Tmax,-7.716896500125985
1947,3,Tmax,-2.5314648043724572
1947,4,Tmax,3.7787660660282487
1947,5,Tmax,11.064961882560507
1947,6,Tmax,17.395305805821597
1947,7,Tmax,22.0982614824849
1947,8,Tmax,20.22086142263107
1947,9,Tmax,15.09889841387351
1947,10,Tmax,7.094706676852342
1947,11,Tmax,-0.08903966103828376
1947,12,Tmax,-6.214716954385058
1948,1,Tmax,-8.56369924237649
1948,2,Tmax,-7.716896500125985
1948,3,Tmax,-2.5314648043724572
1948,4,Tmax,3.7787660660282487
1948,5,Tmax,11.064961882560507
1948,6,Tmax,17.395305805821597
1948,7,Tmax,22.0982614824849
1948,8,Tmax,20.22086142263107
1948,9,Tmax,15.09889841387351
1948,10,Tmax,7.094706676852342
1948,11,Tmax,-0.08903966103828376
1948,12,Tmax,-6.214716954385058
1949,1,Tmax,-8.56369924237649
1949,2,Tmax,-7.716896500125985
1949,3,Tmax,-2.5314648043724572
1949,4,Tmax,3.7787660660282487
1949,5,Tmax,11.064961882560507
1949,6,Tmax,17.395305805821597
1949,7,Tmax,22.0982614824849
1949,8,Tmax,20.22086142263107
1949,9,Tmax,15.09889841387351
1949,10,Tmax,7.094706676852342
1949,11,Tmax,-0.08903966103828376
1949,12,Tmax,-6.214716954385058
1950,1,Tmax,-8.56369924237649
1950,2,Tmax,-7.716896500125985
1950,3,Tmax,-2.5314648043724572
1950,4,Tmax,3.7787660660282487
1950,5,Tmax,11.064961882560507
1950,6,Tmax,17.395305805821597
1950,7,Tmax,22.0982614824849
1950,8,Tmax,20.22086142263107
1950,9,Tmax,15.09889841387351
1950,10,Tmax,7.094706676852342
1950,11,Tmax,-0.08903966103828376
1950,12,Tmax,-6.214716954385058
1951,1,Tmax,-8.56369924237649
1951,2,Tmax,-7.716896500125985
1951,3,Tmax,-2.5314648043724572
1951,4,Tmax,3.7787660660282487
1951,5,Tmax,11.064961882560507
1951,6,Tmax,17.395305805821597
1951,7,Tmax,22.0982614824849
1951,8,Tmax,20.22086142263107
1951,9,Tmax,15.09889841387351
1951,10,Tmax,7.094706676852342
1951,11,Tmax,-0.08903966103828376
1951,12,Tmax,-6.214716954385058
1800,1,Tmin,-18.761801147460915
1800,2,Tmin,-18.65744924237649
1800,3,Tmin,-14.483533502394131
1800,4,Tmin,-6.545608225176388
1800,5,Tmin,1.1979742234753252
1800,6,Tmin,7.791109934160809
1800,7,Tmin,11.796916149508592
1800,8,Tmin,10.496582818800427
1800,9,Tmin,6.038708889868975
1800,10,Tmin,0.0929317351310711
1800,11,Tmin,-7.00152410691782
1800,12,Tmin,-15.142557156470492
1801,1,Tmin,-18.761801147460915
1801,2,Tmin,-18.65744924237649
1801,3,Tmin,-14.483533502394131
1801,4,Tmin,-6.545608225176388
1801,5,Tmin,1.1979742234753252
1801,6,Tmin,7.791109934160809
1801,7,Tmin,11.796916149508592
1801,8,Tmin,10.496582818800427
1801,9,Tmin,6.038708889868975
1801,10,Tmin,0.0929317351310711
1801,11,Tmin,-7.00152410691782
1801,12,Tmin,-15.142557156470492
1802,1,Tmin,-18.761801147460915
1802,2,Tmin,-18.65744924237649
1802,3,Tmin,-14.483533502394131
1802,4,Tmin,-6.545608225176388
1802,5,Tmin,1.1979742234753252
1802,6,Tmin,7.791109934160809
1802,7,Tmin,11.796916149508592
1802,8,Tmin,10.496582818800427
1802,9,Tmin,6.038708889868975
1802,10,Tmin,0.0929317351310711
1802,11,Tmin,-7.00152410691782
1802,12,Tmin,-15.142557156470492
1803,1,Tmin,-18.761801147460915
1803,2,Tmin,-18.65744924237649
1803,3,Tmin,-14.483533502394131
1803,4,Tmin,-6.545608225176388
1803,5,Tmin,1.1979742234753252
1803,6,Tmin,7.791109934160809
1803,7,Tmin,11.796916149508592
1803,8,Tmin,10.496582818800427
1803,9,Tmin,6.038708889868975
1803,10,Tmin,0.0929317351310711
1803,11,Tmin,-7.00152410691782
1803,12,Tmin,-15.142557156470492
1804,1,Tmin,-18.761801147460915
1804,2,Tmin,-18.65744924237649
1804,3,Tmin,-14.483533502394131
1804,4,Tmin,-6.545608225176388
1804,5,Tmin,1.1979742234753252
1804,6,Tmin,7.791109934160809
1804,7,Tmin,11.796916149508592
1804,8,Tmin,10.496582818800427
1804,9,Tmin,6.038708889868975
1804,10,Tmin,0.0929317351310711
1804,11,Tmin,-7.00152410691782
1804,12,Tmin,-15.142557156470492
1805,1,Tmin,-18.761801147460915
1805,2,Tmin,-18.65744924237649
1805,3,Tmin,-14.483533502394131
1805,4,Tmin,-6.545608225176388
1805,5,Tmin,1.1979742234753252
1805,6,Tmin,7.791109934160809
1805,7,Tmin,11.796916149508592
1805,8,Tmin,10.496582818800427
1805,9,Tmin,6.038708889868975
1805,10,Tmin,0.0929317351310711
1805,11,Tmin,-7.00152410691782
1805,12,Tmin,-15.142557156470492
1806,1,Tmin,-18.761801147460915
1806,2,Tmin,-18.65744924237649
1806,3,Tmin,-14.483533502394131
1806,4,Tmin,-6.545608225176388
1806,5,Tmin,1.1979742234753252
1806,6,Tmin,7.791109934160809
1806,7,Tmin,11.796916149508592
1806,8,Tmin,10.496582818800427
1806,9,Tmin,6.038708889868975
1806,10,Tmin,0.0929317351310711
1806,11,Tmin,-7.00152410691782
1806,12,Tmin,-15.142557156470492
1807,1,Tmin,-18.761801147460915
1807,2,Tmin,-18.65744924237649
1807,3,Tmin,-14.483533502394131
1807,4,Tmin,-6.545608225176388
1807,5,Tmin,1.1979742234753252
1807,6,Tmin,7.791109934160809
1807,7,Tmin,11.796916149508592
1807,8,Tmin,10.496582818800427
1807,9,Tmin,6.038708889868975
1807,10,Tmin,0.0929317351310711
1807,11,Tmin,-7.00152410691782
1807,12,Tmin,-15.142557156470492
1808,1,Tmin,-18.761801147460915
1808,2,Tmin,-18.65744924237649
1808,3,Tmin,-14.483533502394131
1808,4,Tmin,-6.545608225176388
1808,5,Tmin,1.1979742234753252
1808,6,Tmin,7.791109934160809
1808,7,Tmin,11.796916149508592
1808,8,Tmin,10.496582818800427
1808,9,Tmin,6.038708889868975
1808,10,Tmin,0.0929317351310711
1808,11,Tmin,-7.00152410691782
1808,12,Tmin,-15.142557156470492
1809,1,Tmin,-18.761801147460915
1809,2,Tmin,-18.65744924237649
1809,3,Tmin,-14.483533502394131
1809,4,Tmin,-6.545608225176388
1809,5,Tmin,1.1979742234753252
1809,6,Tmin,7.791109934160809
1809,7,Tmin,11.796916149508592
1809,8,Tmin,10.496582818800427
1809,9,Tmin,6.038708889868975
1809,10,Tmin,0.0929317351310711
1809,11,Tmin,-7.00152410691782
1809,12,Tmin,-15.142557156470492
1810,1,Tmin,-18.761801147460915
1810,2,Tmin,-18.65744924237649
1810,3,Tmin,-14.483533502394131
1810,4,Tmin,-6.545608225176388
1810,5,Tmin,1.1979742234753252
1810,6,Tmin,7.791109934160809
1810,7,Tmin,11.796916149508592
1810,8,Tmin,10.496582818800427
1810,9,Tmin,6.038708889868975
1810,10,Tmin,0.0929317351310711
1810,11,Tmin,-7.00152410691782
1810,12,Tmin,-15.142557156470492
1811,1,Tmin,-18.761801147460915
1811,2,Tmin,-18.65744924237649
1811,3,Tmin,-14.483533502394131
1811,4,Tmin,-6.545608225176388
1811,5,Tmin,1.1979742234753252
1811,6,Tmin,7.791109934160809
1811,7,Tmin,11.796916149508592
1811,8,Tmin,10.496582818800427
1811,9,Tmin,6.038708889868975
1811,10,Tmin,0.0929317351310711
1811,11,Tmin,-7.00152410691782
1811,12,Tmin,-15.142557156470492
1812,1,Tmin,-18.761801147460915
1812,2,Tmin,-18.65744924237649
1812,3,Tmin,-14.483533502394131
1812,4,Tmin,-6.545608225176388
1812,5,Tmin,1.1979742234753252
1812,6,Tmin,7.791109934160809
1812,7,Tmin,11.796916149508592
1812,8,Tmin,10.496582818800427
1812,9,Tmin,6.038708889868975
1812,10,Tmin,0.0929317351310711
1812,11,Tmin,-7.00152410691782
1812,12,Tmin,-15.142557156470492
1813,1,Tmin,-18.761801147460915
1813,2,Tmin,-18.65744924237649
1813,3,Tmin,-14.483533502394131
1813,4,Tmin,-6.545608225176388
1813,5,Tmin,1.1979742234753252
1813,6,Tmin,7.791109934160809
1813,7,Tmin,11.796916149508592
1813,8,Tmin,10.496582818800427
1813,9,Tmin,6.038708889868975
1813,10,Tmin,0.0929317351310711
1813,11,Tmin,-7.00152410691782
1813,12,Tmin,-15.142557156470492
1814,1,Tmin,-18.761801147460915
1814,2,Tmin,-18.65744924237649
1814,3,Tmin,-14.483533502394131
1814,4,Tmin,-6.545608225176388
1814,5,Tmin,1.1979742234753252
1814,6,Tmin,7.791109934160809
1814,7,Tmin,11.796916149508592
1814,8,Tmin,10.496582818800427
1814,9,Tmin,6.038708889868975
1814,10,Tmin,0.0929317351310711
1814,11,Tmin,-7.00152410691782
1814,12,Tmin,-15.142557156470492
1815,1,Tmin,-18.761801147460915
1815,2,Tmin,-18.65744924237649
1815,3,Tmin,-14.483533502394131
1815,4,Tmin,-6.545608225176388
1815,5,Tmin,1.1979742234753252
1815,6,Tmin,7.791109934160809
1815,7,Tmin,11.796916149508592
1815,8,Tmin,10.496582818800427
1815,9,Tmin,6.038708889868975
1815,10,Tmin,0.0929317351310711
1815,11,Tmin,-7.00152410691782
1815,12,Tmin,-15.142557156470492
1816,1,Tmin,-18.761801147460915
1816,2,Tmin,-18.65744924237649
1816,3,Tmin,-14.483533502394131
1816,4,Tmin,-6.545608225176388
1816,5,Tmin,1.1979742234753252
1816,6,Tmin,7.791109934160809
1816,7,Tmin,11.796916149508592
1816,8,Tmin,10.496582818800427
1816,9,Tmin,6.038708889868975
1816,10,Tmin,0.0929317351310711
1816,11,Tmin,-7.00152410691782
1816,12,Tmin,-15.142557156470492
1817,1,Tmin,-18.761801147460915
1817,2,Tmin,-18.65744924237649
1817,3,Tmin,-14.483533502394131
1817,4,Tmin,-6.545608225176388
1817,5,Tmin,1.1979742234753252
1817,6,Tmin,7.791109934160809
1817,7,Tmin,11.796916149508592
1817,8,Tmin,10.496582818800427
1817,9,Tmin,6.038708889868975
1817,10,Tmin,0.0929317351310711
1817,11,Tmin,-7.00152410691782
1817,12,Tmin,-15.142557156470492
1818,1,Tmin,-18.761801147460915
1818,2,Tmin,-18.65744924237649
1818,3,Tmin,-14.483533502394131
1818,4,Tmin,-6.545608225176388
1818,5,Tmin,1.1979742234753252
1818,6,Tmin,7.791109934160809
1818,7,Tmin,11.796916149508592
1818,8,Tmin,10.496582818800427
1818,9,Tmin,6.038708889868975
1818,10,Tmin,0.0929317351310711
1818,11,Tmin,-7.00152410691782
1818,12,Tmin,-15.142557156470492
1819,1,Tmin,-18.761801147460915
1819,2,Tmin,-18.65744924237649
1819,3,Tmin,-14.483533502394131
1819,4,Tmin,-6.545608225176388
1819,5,Tmin,1.1979742234753252
1819,6,Tmin,7.791109934160809
1819,7,Tmin,11.796916149508592
1819,8,Tmin,10.496582818800427
1819,9,Tmin,6.038708889868975
1819,10,Tmin,0.0929317351310711
1819,11,Tmin,-7.00152410691782
1819,12,Tmin,-15.142557156470492
1820,1,Tmin,-18.761801147460915
1820,2,Tmin,-18.65744924237649
1820,3,Tmin,-14.483533502394131
1820,4,Tmin,-6.545608225176388
1820,5,Tmin,1.1979742234753252
1820,6,Tmin,7.791109934160809
1820,7,Tmin,11.796916149508592
1820,8,Tmin,10.496582818800427
1820,9,Tmin,6.038708889868975
1820,10,Tmin,0.0929317351310711
1820,11,Tmin,-7.00152410691782
1820,12,Tmin,-15.142557156470492
1821,1,Tmin,-18.761801147460915
1821,2,Tmin,-18.65744924237649
1821,3,Tmin,-14.483533502394131
1821,4,Tmin,-6.545608225176388
1821,5,Tmin,1.1979742234753252
1821,6,Tmin,7.791109934160809
1821,7,Tmin,11.796916149508592
1821,8,Tmin,10.496582818800427
1821,9,Tmin,6.038708889868975
1821,10,Tmin,0.0929317351310711
1821,11,Tmin,-7.00152410691782
1821,12,Tmin,-15.142557156470492
1822,1,Tmin,-18.761801147460915
1822,2,Tmin,-18.65744924237649
1822,3,Tmin,-14.483533502394131
1822,4,Tmin,-6.545608225176388
1822,5,Tmin,1.1979742234753252
1822,6,Tmin,7.791109934160809
1822,7,Tmin,11.796916149508592
1822,8,Tmin,10.496582818800427
1822,9,Tmin,6.038708889868975
1822,10,Tmin,0.0929317351310711
1822,11,Tmin,-7.00152410691782
1822,12,Tmin,-15.142557156470492
1823,1,Tmin,-18.761801147460915
1823,2,Tmin,-18.65744924237649
1823,3,Tmin,-14.483533502394131
1823,4,Tmin,-6.545608225176388
1823,5,Tmin,1.1979742234753252
1823,6,Tmin,7.791109934160809
1823,7,Tmin,11.796916149508592
1823,8,Tmin,10.496582818800427
1823,9,Tmin,6.038708889868975
1823,10,Tmin,0.0929317351310711
1823,11,Tmin,-7.00152410691782
1823,12,Tmin,-15.142557156470492
1824,1,Tmin,-18.761801147460915
1824,2,Tmin,-18.65744924237649
1824,3,Tmin,-14.483533502394131
1824,4,Tmin,-6.545608225176388
1824,5,Tmin,1.1979742234753252
1824,6,Tmin,7.791109934160809
1824,7,Tmin,11.796916149508592
1824,8,Tmin,10.496582818800427
1824,9,Tmin,6.038708889868975
1824,10,Tmin,0.0929317351310711
1824,11,Tmin,-7.00152410691782
1824,12,Tmin,-15.142557156470492
1825,1,Tmin,-18.761801147460915
1825,2,Tmin,-18.65744924237649
1825,3,Tmin,-14.483533502394131
1825,4,Tmin,-6.545608225176388
1825,5,Tmin,1.1979742234753252
1825,6,Tmin,7.791109934160809
1825,7,Tmin,11.796916149508592
1825,8,Tmin,10.496582818800427
1825,9,Tmin,6.038708889868975
1825,10,Tmin,0.0929317351310711
